Gene	Product	KlPnEcl8 NPEQ	KlPnRH201207 NPEQ	CiRoICC168 NPEQ	SaTySL1344 NPEQ	SaTySL3261 NPEQ	SaTyD23580 NPEQ	SaTyA130 NPEQ	SaEnP125109 NPEQ	SaTyTy2 NPEQ	EsCoEC958 NPEQ	EsCoST131 NPEQ	EsCoBW25113 NPEQ	EsCoMG1655 NPEQ	KlPnEcl8 locus tag	KlPnRH201207 locus tag	CiRoICC168 locus tag	SaTySL1344 locus tag	SaTySL3261 locus tag	SaTyD23580 locus tag	SaTyA130 locus tag	SaEnP125109 locus tag	SaTyTy2 locus tag	EsCoEC958 locus tag	EsCoST131 locus tag	EsCoBW25113 locus tag	EsCoMG1655 locus tag
yecJ	conserved hypothetical protein	1.71163091371543	2.36549922948622	1.90563504513992	X	X	X	X	X	X	1.30682812049782	2.28632408776027	-4.5	4.5	BN373_29851	ERS227112_04262	ROD_19561	X	X	X	X	X	X	EC958_2122	NCTC13441_01981	BW25113_4537	b4537
yebO	conserved hypothetical protein	2.84335789983855	2.4034773698811	1.68033902487832	2.15818903074077	2.3907802578725	X	X	2.01928865559203	2.2493659190226	1.70070143032117	2.01011853575888	-4.5	4.5	BN373_29251	ERS227112_04325	ROD_18641	SL1344_1768	SL3261_1768	X	X	SEN1198	t1039	EC958_2043	NCTC13441_02062	BW25113_1825	b1825
yejL	conserved hypothetical protein	-4.5	2.5254761196709	0.954199936644923	2.08653986964862	1.5257647167407	X	X	2.08180107604905	1.5911563152314	2.14536513888127	2.19005898578265	1.46707917502145	4.5	BN373_32301	ERS227112_03956	ROD_23191	SL1344_2204	SL3261_2204	X	X	SEN2220	t0627	EC958_2525	NCTC13441_01522	BW25113_2187	b2187
arnF	putative membrane protein	2.22150894283128	-0.758742889230542	X	2.59081737550702	2.64265167456024	2.58030071179554	1.97365416385388	1.97056785896464	1.48931730962503	2.15313480406137	2.07297092775964	1.14532000054166	4.5	BN373_44761	ERS227112_00744	X	SL1344_2272	SL3261_2272	STMMW_23271	STM_MW23271	SEN2285	t0560	EC958_2597	NCTC13441_01449	BW25113_2258	b2258
relB	bifunctional antitoxin/transcriptional repressor RelB	2.00034549559443	2.59690921496811	X	1.76769735636697	2.19644538719335	2.51072061233328	2.39235192001238	1.89692690608579	1.75978526483047	X	X	-4.5	4.5	BN373_02541	ERS227112_02119	X	SL1344_4379	SL3261_4379	STMMW_43931	STM_MW43931	SEN4199	t4483	X	X	BW25113_1564	b1564
yciY	conserved hypothetical protein	2.52282557094972	1.98968947905829	2.37988961035226	X	X	X	X	X	X	2.88323170454919	X	-4.5	4.5	BN373_27851	ERS227112_04483	ROD_17581	X	X	X	X	X	X	EC958_1524	X	BW25113_4595	b4595
yefM	antitoxin of the YoeB-YefM toxin-antitoxin system	X	X	X	X	X	X	X	X	X	1.93480087154928	1.38359954009714	1.18094524754404	-4.5	X	X	X	X	X	X	X	X	X	EC958_2359	NCTC13441_01695	BW25113_2017	b2017
yciG	KGG family protein	-4.5	3.91952447351959	X	2.44569951034352	2.25787523232656	1.7588260438057	2.86279850834107	2.65978673505067	2.76231814478836	X	X	3.47850378867479	4.5	BN373_17741	ERS227112_03620	X	SL1344_1443	SL3261_1443	STMMW_15131	STM_MW15131	SEN1306	t1434	X	X	BW25113_1259	b1259
yciG	conserved hypothetical protein	2.16455730213381	X	X	2.50258814363783	-4.5	1.8163228398744	3.21284357025335	2.88479109782253	2.84443144883614	X	X	X	X	BN373_24221	X	X	SL1344_1659	SL3261_1659	STMMW_17231	STM_MW17231	SEN1538	t1640	X	X	X	X
cI	repressor protein	-4.5	-4.5	-4.5	-4.5	-4.5	-1.69917158281812	0.412549787178898	X	-0.812069626780781	X	X	X	X	BN373_14531	ERS227112_03320	ROD_09351	SL1344_2633	SL3261_2633	STMMW_32121	STM_MW32121	X	t3402	X	X	X	X
yncJ	uncharacterized protein	X	1.96154288848162	2.69448649069122	2.41022628257525	2.37836851347177	2.8772778967846	2.62042765108494	1.82956275890789	2.68300645857887	2.82331077148706	2.52762141604614	-4.5	4.5	X	ERS227112_04741	ROD_15971	SL1344_1533	SL3261_1533	STMMW_15981	STM_MW15981	SEN1453	t1512	EC958_1712	NCTC13441_02381	BW25113_1436	b1436
hipB	transcriptional regulator HipB	1.01912570909625	-0.593976428295013	X	X	X	X	X	X	X	-0.0171894946657116	-0.0179400687476044	-4.5	4.5	BN373_22471	ERS227112_05001	X	X	X	X	X	X	X	EC958_1774	NCTC13441_02328	BW25113_1508	b1508
	predicted antirepressor protein Cro	2.23447604339524	-4.5	X	X	X	2.11674426039646	1.57434207498727	X	X	1.85343570549348	1.90497856552603	X	X	BN373_09951	ERS227112_02849	X	X	X	STMMW_03551	STM_MW03551	X	X	EC958_1345	NCTC13441_02765	X	X
ydfO	conserved hypothetical protein	1.63271632551676	1.59379805473381	X	1.02267569847173	0.1738613311597	0.867820120169646	1.88171799448675	2.04328231911268	2.55382034969742	-0.271221216979484	1.86477423384174	2.59757821173415	4.5	BN373_20601	ERS227112_05181	X	SL1344_1785	SL3261_1785	STMMW_18451	STM_MW18451	SEN1181	t1022	EC958_1394	NCTC13441_02718	BW25113_1161	b1161
waaU	lipopolysaccharide core biosynthesis	X	3.05703608679969	X	X	X	X	X	X	X	1.25675468771548	2.47729758249947	2.45929211742296	-4.5	X	ERS227112_00611	X	X	X	X	X	X	X	EC958_4030	NCTC13441_00061	BW25113_3623	b3623
rpmJ	ribosomal protein L36	2.44377397556354	2.02279469155698	X	1.8858551021561	2.06026168593931	0.209973219731869	-4.5	1.56380055964181	1.85566912803003	1.89242891791691	2.39785625948888	2.96715021430194	4.5	BN373_09241	ERS227112_02789	X	SL1344_0463	SL3261_0463	STMMW_05401	STM_MW05401	SEN0451	t2390	EC958_0440	NCTC13441_03675	BW25113_4506	b4506
ydcX	conserved hypothetical protein	3.18754920742123	2.32121132686698	1.54378122362129	1.01171930383772	1.44010791050279	1.63376913513081	0.881012394795227	0.864940986380286	X	1.6426296688053	1.52120108448694	-4.5	4.5	BN373_24971	ERS227112_04756	ROD_15891	SL1344_1527	SL3261_1527	STMMW_15911	STM_MW15911	SEN1459	X	EC958_1720	NCTC13441_02374	BW25113_1445	b1445
	putative phage capsid protease	X	-1.03470245292121	X	1.95656277328648	1.85008494555547	2.20793181005053	2.29334764870875	2.22279661058098	X	2.49502368359561	2.39109886121018	X	X	X	ERS227112_00926	X	SL1344_2212	SL3261_2212	STMMW_22661	STM_MW22661	SEN1937	X	EC958_2259	NCTC13441_01829	X	X
yciZ	conserved hypothetical protein	0.896531749318103	2.12241092076799	X	2.85756541117087	3.25021031465808	X	X	X	X	3.08743741531666	2.83204939784724	-4.5	4.5	BN373_19071	ERS227112_05447	X	SL1344_1635	SL3261_1635	X	X	X	X	EC958_1618	NCTC13441_02478	BW25113_4596	b4596
gnsB	protein that affects unsaturated fatty acid abundance	X	X	X	1.71502909412143	2.44437427123099	-4.5	1.47243197902454	1.21438014660576	1.48968964886543	1.32441884871618	-4.5	-4.5	4.5	X	X	X	SL1344_1737	SL3261_1737	STMMW_18011	STM_MW18011	SEN1228	t1068	EC958_1189	NCTC13441_02913	BW25113_4517	b4517
gp9-like	head-tail adaptor	2.25093100127081	-4.5	X	X	X	X	X	X	X	1.61338441095599	1.7639750160394	X	X	BN373_33571	ERS227112_00928	X	X	X	X	X	X	X	EC958_4955	NCTC13441_01832	X	X
mgrB	putative lipoprotein	3.0550918570258	2.8518515765014	2.75628776661793	2.59532089291902	3.347004564929	X	X	2.70783792857863	3.238384875829	0.779688599664163	X	-4.5	4.5	BN373_29261	ERS227112_04324	ROD_18651	SL1344_1769	SL3261_1769	X	X	SEN1197	t1038	EC958_2044	X	BW25113_1826	b1826
ybgT	cytochrome d (bd-I) ubiquinol oxidase subunit X	X	2.21014884231823	2.68095758671643	0.993600598231248	0.965594428058504	1.50618328208458	-4.5	1.2403828869755	2.0544575646543	0.174656489183845	-4.5	1.69745210071474	4.5	X	ERS227112_03181	ROD_07282	SL1344_0724	SL3261_0724	STMMW_07991	STM_MW07991	SEN0692	t2134	EC958_4855	NCTC13441_03260	BW25113_4515	b4515
yoaK	inner membrane-associated protein	X	X	X	X	X	X	X	X	X	X	X	-4.5	4.5	X	X	X	X	X	X	X	X	X	X	X	BW25113_4676	b4676
sra	30S ribosomal protein, S22 family	-4.5	X	2.80168513967952	3.05554151764631	3.49709591328854	3.25985434997441	3.8211557090425	2.87875269391809	3.19927899092845	2.08617027230767	2.43344996141547	1.87630051888212	4.5	BN373_24271	X	ROD_15551	SL1344_1495	SL3261_1495	STMMW_15601	STM_MW15601	SEN1490	t1480	EC958_1747	NCTC13441_02349	BW25113_1480	b1480
yohO	conserved hypothetical protein	1.15968680498892	2.29313325190359	1.38440969121261	0.63925445413951	1.42069282059572	X	2.04152473920181	1.73445727310866	-4.5	1.99402391659574	2.83802174440458	1.0386166677997	4.5	BN373_31671	ERS227112_04015	ROD_22402	SL1344_2139	SL3261_2139	X	STM_MW21931	SEN2155	t0694	EC958_4987	NCTC13441_01581	BW25113_4542	b4542
ynhF	stress response membrane	X	X	X	2.0491167132163	2.4643333060455	X	X	X	X	1.19708024963557	X	-4.5	4.5	X	X	X	SL1344_1362A	SL3261_1362A	X	X	X	X	EC958_4932	X	BW25113_4602	b4602
kilR	putative prophage Kil protein	3.24959356125247	X	X	X	X	X	X	2.77487532258663	2.11301987841862	2.29737369094714	2.49982393302084	-4.5	4.5	BN373_09871	X	X	X	X	X	X	SEN1381	t1921	EC958_1343	NCTC13441_02767	BW25113_1352	b1352
vapB	hypothetical protein (assiciated with virulence)	X	-4.5	X	1.71146724425331	2.24164747528523	2.12632269450667	0.742994930956093	1.87617317773173	1.66916697888367	X	X	X	X	X	ERS227112_05728	X	SL1344_3012	SL3261_3012	STMMW_29951	STM_MW29951	SEN2878	t2944	X	X	X	X
	putative prophage protein	X	X	X	-0.535543939395461	-4.5	1.63905393262634	X	X	X	X	X	X	X	X	X	X	SL1344_2593	SL3261_2593	STMMW_26461	X	X	X	X	X	X	X
yqeJ	uncharacterized protein	X	X	3.14872562354234	2.64331070432477	2.55755792157807	2.69676429964621	2.97737666939102	2.42318909750705	3.11755309250123	X	X	-0.638366105852158	4.5	X	X	ROD_29071	SL1344_3724	SL3261_3724	STMMW_37471	STM_MW37471	SEN3581	t3759	X	X	BW25113_2848	b2848
	bacteriophage CII family protein	2.13833315303456	-4.5	X	X	X	2.51100835763554	2.4958057954682	X	X	X	X	X	X	BN373_09961	ERS227112_02850	X	X	X	STMMW_03561	STM_MW03561	X	X	X	X	X	X
	hypothetical protein	X	X	X	-1.57875605250981	1.97113957768659	X	X	X	X	X	X	X	X	X	X	X	SL1344_2715	SL3261_2715	X	X	X	X	X	X	X	X
	hypothetical protein	X	X	X	-4.5	1.43226136118304	X	X	X	X	X	X	X	X	X	X	X	SL1344_2714	SL3261_2714	X	X	X	X	X	X	X	X
ydgU	conserved sORF	X	X	X	-4.5	2.21294597252095	X	X	X	X	X	X	X	X	X	X	X	SL1344_1414A	SL3261_1414A	X	X	X	X	X	X	X	X
yoeI	conserved sORF	X	X	X	1.11613352429626	-4.5	X	X	X	X	X	X	X	X	X	X	X	SL1344_2045A	SL3261_2045A	X	X	X	X	X	X	X	X
	conserved hypothetical protein	X	X	X	-2.01207728606329	1.58384591695714	X	X	X	X	X	X	X	X	X	X	X	SL1344_2713	SL3261_2713	X	X	X	X	X	X	X	X
	conserved hypothetical protein	X	X	X	X	X	-0.594461738037458	2.32819637056698	X	X	X	X	X	X	X	X	X	X	X	STMMW_44131	STM_MW44131	X	X	X	X	X	X
	predicted prophage protein	X	X	X	X	X	-4.5	3.16200615920355	X	X	X	X	X	X	X	X	X	X	X	STMMW_03461	STM_MW03461	X	X	X	X	X	X
	reverse transcriptase	X	X	X	-0.970847470831053	2.02061983742296	2.61783266026494	2.35180310081155	X	X	X	X	X	X	X	X	X	SL1344_3813	SL3261_3813	STMMW_38311	STM_MW38311	X	X	X	X	X	X
	HNH endonuclease	X	X	X	-0.518642457534585	1.50985347795063	1.90751810216442	2.42314061305306	X	X	X	X	X	X	X	X	X	SL1344_0160	SL3261_0160	STMMW_01651	STM_MW01651	X	X	X	X	X	X
	conserved hypothetical protein	X	X	X	-1.9891042843423	2.28468377409845	1.89609855823671	2.10525514120363	X	X	X	X	X	X	X	X	X	SL1344_2731	SL3261_2731	STMMW_27141	STM_MW27141	X	X	X	X	X	X
	putative glycosyl transferase	X	X	X	-0.40163222085824	-0.325385279152006	0.550844255743974	2.39736569325303	X	X	X	X	X	X	X	X	X	SL1344_0708	SL3261_0708	STMMW_07831	STM_MW07831	X	X	X	X	X	X
	putative inner membrane protein	X	X	X	-0.262425145352705	0.590665856036817	0.600724578433957	1.99359328440927	X	X	X	X	X	X	X	X	X	SL1344_2745	SL3261_2745	STMMW_27291	STM_MW27291	X	X	X	X	X	X
sciY	putative phosphotriesterase (pseudogene)	X	X	X	-4.5	2.02867000637742	-4.5	1.12696363746788	X	X	X	X	X	X	X	X	X	SL1344_0289	SL3261_0289	STMMW_03021	STM_MW03021	X	X	X	X	X	X
	putative glycosyltransferase, cell wall biogenesis	X	X	X	-1.02965766905263	0.248484639774402	1.13576506170427	3.0650541461899	X	X	X	X	X	X	X	X	X	SL1344_0706	SL3261_0706	STMMW_07811	STM_MW07811	X	X	X	X	X	X
sciX	conserved hypothetical cytoplasmic protein	X	X	X	-0.696015906360552	2.27926181251301	2.38454047237594	1.46634359218622	X	X	X	X	X	X	X	X	X	SL1344_0288	SL3261_0288	STMMW_02991	STM_MW02991	X	X	X	X	X	X
	hypothetical protein	X	X	X	-0.276078421166252	-0.31874486028418	0.107394021397037	2.4951412274493	X	X	X	X	X	X	X	X	X	SL1344_4132	SL3261_4132	STMMW_41461	STM_MW41461	X	X	X	X	X	X
	conserved hypothetical protein	X	X	X	0.992871799993481	0.936892661867196	-4.5	0.606540453118601	X	X	X	X	X	X	X	X	X	SL1344_4191	SL3261_4191	STMMW_42051	STM_MW42051	X	X	X	X	X	X
	putative inner membrane protein	X	X	X	-1.06497257875786	0.525264657663489	0.514309132373675	1.65558878454081	X	X	X	X	X	X	X	X	X	SL1344_2746	SL3261_2746	STMMW_27301	STM_MW27301	X	X	X	X	X	X
	putative ATPase	X	X	X	-4.5	1.57994315650792	1.70544390329493	-0.0322606474746332	X	X	X	X	X	X	X	X	X	SL1344_2730	SL3261_2730	STMMW_27131	STM_MW27131	X	X	X	X	X	X
	putative cation transporter	X	X	X	0.328567251516375	-0.328004902327781	-0.0371941105464383	2.69360369823589	1.99203634958152	X	X	X	X	X	X	X	X	SL1344_0742	SL3261_0742	STMMW_08171	STM_MW08171	SEN0710	X	X	X	X	X
gtgE	predicted prophage protein	X	X	X	-0.338081821703513	2.38935666672173	2.38364351752225	2.8882599237969	2.19717163981918	X	X	X	X	X	X	X	X	SL1344_0995	SL3261_0995	STMMW_10681	STM_MW10681	SEN0920	X	X	X	X	X
	putative electron transfer flavoprotein (beta subunit)	X	X	X	1.17423609961235	-0.127688964686672	0.508909763211668	3.62891326394196	2.78724814941529	X	X	X	X	X	X	X	X	SL1344_0831	SL3261_0831	STMMW_09061	STM_MW09061	SEN0801	X	X	X	X	X
	conserved hypothetical protein	X	X	X	1.31401459408918	1.16699698349932	1.21505492264414	-4.5	1.13920699843749	X	X	X	X	X	X	X	X	SL1344_1979	SL3261_1979	STMMW_20361	STM_MW20361	SEN2001	X	X	X	X	X
	conserved hypothetical protein	X	X	X	-0.507175833908787	1.42874708209928	1.52551211290023	2.04564607704732	X	2.5466838459915	X	X	X	X	X	X	X	SL1344_1484	SL3261_1484	STMMW_15491	STM_MW15491	X	t1468	X	X	X	X
rfbX	putative O-antigen transporter	X	X	X	-0.176668492089173	-0.528368139715016	0.643719015851425	1.37316594059861	1.83526827563569	1.83333925594933	X	X	X	X	X	X	X	SL1344_2065	SL3261_2065	STMMW_21191	STM_MW21191	SEN2085B	t0785	X	X	X	X
