Gene	Product	EnClNCTC9394 NPEQ	KlPnEcl8 NPEQ	KlPnRH201207 NPEQ	CiRoICC168 NPEQ	SaTySL1344 NPEQ	SaTySL3261 NPEQ	SaTyD23580 NPEQ	SaTyA130 NPEQ	SaEnP125109 NPEQ	SaTyTy2 NPEQ	EsCoEC958 NPEQ	EsCoST131 NPEQ	EsCoCS17 NPEQ	EsCoH10407 NPEQ	EsCoBW25113 NPEQ	EsCoMG1655 NPEQ	EnClNCTC9394 locus tag	KlPnEcl8 locus tag	KlPnRH201207 locus tag	CiRoICC168 locus tag	SaTySL1344 locus tag	SaTySL3261 locus tag	SaTyD23580 locus tag	SaTyA130 locus tag	SaEnP125109 locus tag	SaTyTy2 locus tag	EsCoEC958 locus tag	EsCoST131 locus tag	EsCoCS17 locus tag	EsCoH10407 locus tag	EsCoBW25113 locus tag	EsCoMG1655 locus tag
gyrA	DNA gyrase (type II topoisomerase), subunit A	5.74781437421117	4.32738921062343	5.57784135056196	6.39780842828973	3.32854490984802	6.29030337900072	4.92709556193175	5.34940625167817	3.03031412922132	5.64333764593228	4.03594157628448	5.5873625146526	4.57882824453612	3.54331597254228	5.37238328728018	7	ENC_39630	BN373_32511	ERS227112_03939	ROD_23531	SL1344_2241	SL3261_2241	STMMW_22961	STM_MW22961	SEN2254	t0592	EC958_2567	NCTC13441_01477	CS17_02481	ETEC_2364	BW25113_2231	b2231
gyrB	DNA gyrase, subunit B	4.88004791812326	4.58123915478719	5.32083970259916	4.07168644793686	5.1137108479063	4.57372638458864	3.13554487418464	5.79577290268948	3.0952379499146	4.57333381873397	6.97838208762615	6.03182121708668	5.17652878468486	5.09320147870666	5.74290653289315	7	ENC_03910	BN373_47461	ERS227112_00473	ROD_40281	SL1344_3802	SL3261_3802	STMMW_38201	STM_MW38201	SEN3652	t3684	EC958_4172	NCTC13441_04817	CS17_04150	ETEC_3989	BW25113_3699	b3699
bamA	BamABCDE complex OM biogenesis outer membrane pore-forming assembly factor	3.98969062357452	3.48782820141855	4.44425038934883	4.25784642277517	6.61319314131635	4.20344811610386	3.45630758932779	3.54433249400602	3.83607255688103	3.66046460764222	6.64703504036248	5.971742698457	2.34469054853677	4.60855865084469	5.46619746250485	7	ENC_47000	BN373_06821	ERS227112_02532	ROD_01801	SL1344_0225	SL3261_0225	STMMW_02301	STM_MW02301	SEN0231	t0225	EC958_0323	NCTC13441_03799	CS17_00187	ETEC_0172	BW25113_0177	b0177
plsB	glycerol-3-phosphate O-acyltransferase	5.48639754768955	5.19580523102502	5.58102830998924	3.41218158481873	6.15433382332435	4.29841466490212	3.71401335567494	4.84456612163418	4.97969430221998	4.76005969602717	3.5356394914318	4.94973408286412	4.2083861824608	5.91276187662179	5.21953636727836	7	ENC_04720	BN373_00361	ERS227112_01901	ROD_37051	SL1344_4172	SL3261_4172	STMMW_41851	STM_MW41851	SEN4004	t4141	EC958_4497	NCTC13441_04445	CS17_04521	ETEC_4296	BW25113_4041	b4041
pheT	phenylalanine tRNA synthetase, beta subunit	5.52232052695727	5.77925155867755	5.51396376841827	7.06499977294123	3.93938529043269	5.51065805377491	4.04471220745396	4.27937431459761	3.44922361921908	5.79495214459171	5.48885078923063	5.20751498065136	3.9916297982478	3.6425251932412	4.9191205745978	7	ENC_14130	BN373_27611	ERS227112_04498	ROD_13421	SL1344_1272	SL3261_1272	STMMW_13451	STM_MW13451	SEN1706	t1219	EC958_1935	NCTC13441_02166	CS17_01896	ETEC_1746	BW25113_1713	b1713
parC	DNA topoisomerase IV, subunit A	5.69128529069235	4.58345449692037	5.36411420282916	2.61331915230259	4.85076942632222	3.80403666532713	4.87603115733752	5.48412286211344	3.77512897203676	4.81400180619673	3.97316728430911	5.61531451712803	5.65042769381101	4.92836186916051	4.09034075149507	7	ENC_32540	BN373_40891	ERS227112_01171	ROD_35651	SL1344_3148	SL3261_3148	STMMW_31341	STM_MW31341	SEN3017	t3095	EC958_3417	NCTC13441_00682	CS17_03440	ETEC_3290	BW25113_3019	b3019
fusA	protein chain elongation factor EF-G, GTP-binding	4.01791494637089	4.23029472360794	5.57656541815853	4.04415658855977	6.15331599050091	4.73310547190181	3.76305167678967	4.79942505442788	2.82932540295784	4.99960993482512	6.37520028206875	5.11701134404697	2.57433478438254	3.14007022754033	5.13213446598131	7	ENC_25390	BN373_43621	ERS227112_00861	ROD_44791	SL1344_3413	SL3261_3413	STMMW_34381	STM_MW34381	SEN3274	t4059	EC958_3736	NCTC13441_00355	CS17_03761	ETEC_3592	BW25113_3340	b3340
metG	methionyl-tRNA synthetase	3.505538918633	4.38965991928047	3.69716035007222	3.63656716165369	5.08613711074201	4.46727920906011	5.05443860345486	4.22342547509819	4.88397198444344	4.21752508414952	4.49182071906049	4.09942748533401	1.85095376806309	3.31610242387237	2.96830944333096	7	ENC_40450	BN373_31631	ERS227112_04019	ROD_22361	SL1344_2132	SL3261_2132	STMMW_21861	STM_MW21861	SEN2148	t0701	EC958_2449	NCTC13441_01596	CS17_02359	ETEC_2252	BW25113_2114	b2114
thrS	threonyl-tRNA synthetase	3.22372641268085	5.47881062497298	5.14268547182664	6.35252665236135	5.12095005287205	4.88762714178569	4.75442613538366	4.24123568197556	3.03985094675261	5.51989103217018	5.58796328392651	4.73716290448502	3.85060371318526	5.34249120477152	4.49198489409864	7	ENC_14180	BN373_27661	ERS227112_04492	ROD_13371	SL1344_1267	SL3261_1267	STMMW_13401	STM_MW13401	SEN1711	t1213	EC958_1940	NCTC13441_02160	CS17_01902	ETEC_1751	BW25113_1719	b1719
glyS	glycine tRNA synthetase, beta subunit	3.79472831623836	4.00096499384305	5.63925707362385	6.60362847511735	3.49061132834241	4.97482395725146	3.4914510863053	5.4835858694989	3.69747996013511	5.20121191475516	4.15307857245319	5.47150080968168	2.92551958618938	6.54158470325056	5.46671606290516	7	ENC_47290	BN373_45651	ERS227112_00657	ROD_42471	SL1344_3620	SL3261_3620	STMMW_36441	STM_MW36441	SEN3477	t3864	EC958_3964	NCTC13441_00125	CS17_04003	ETEC_3803	BW25113_3559	b3559
ligA	DNA ligase, NAD(+)-dependent	3.64100723518546	5.29386468783424	4.86566071810264	4.65451967999855	5.14317558025298	5.12093925229571	4.17737359409102	3.31139796678974	4.88901308124482	4.67918757633101	5.67269525388294	2.95538671888546	3.35935387035421	4.0261034106935	3.18144176221495	7	ENC_782added	BN373_34161	ERS227112_03821	ROD_23701	SL1344_2390	SL3261_2390	STMMW_24461	STM_MW24461	SEN2408	t0431	EC958_5024	NCTC13441_01307	CS17_02700	ETEC_2524	BW25113_2411	b2411
dxs	1-deoxyxylulose-5-phosphate synthase, thiamine triphosphate-binding, FAD-requiring	4.92051598721722	5.56103787261542	4.50338595542902	5.3356456684263	4.0006204546807	5.11504963405045	5.19889555731797	2.63593502333362	3.2389959836338	4.14150151830834	4.53527824254342	4.68165649394244	3.47821581763025	3.76718853807632	4.29450814928653	7	ENC_23400	BN373_08611	ERS227112_02723	ROD_04691	SL1344_0416	SL3261_0416	STMMW_04921	STM_MW04921	SEN0404	t2441	EC958_0558	NCTC13441_03559	CS17_00451	ETEC_0473	BW25113_0420	b0420
rpoD	RNA polymerase, sigma 70 (sigma D) factor	4.97558145731162	5.9509343537967	4.83817489810724	2.7317875494514	3.87658218371222	3.58532924428031	4.74982595974924	4.23194197189851	3.64165046080482	4.95518623950804	6.07074784647088	3.44801507106017	4.24467177985068	2.88027855523329	4.834260297336	7	ENC_33120	BN373_41291	ERS227112_01131	ROD_36191	SL1344_3185	SL3261_3185	STMMW_31721	STM_MW31721	SEN3054	t3131	EC958_3473	NCTC13441_00625	CS17_03497	ETEC_3338	BW25113_3067	b3067
ftsI	transpeptidase involved in septal peptidoglycan synthesis; penicillin-binding protein 3	2.99405261780742	4.27447464147319	4.27440326151452	4.13665131912347	3.55395162661484	4.73838749056322	5.08915899379324	3.849509507121	2.8277604233349	4.32555988344567	5.22869138021095	4.19542364755627	4.06445888890184	3.33469631366734	3.87370572220801	7	ENC_45960	BN373_05771	ERS227112_02425	ROD_00901	SL1344_0122	SL3261_0122	STMMW_01281	STM_MW01281	SEN0123	t0126	EC958_0224	NCTC13441_03901	CS17_00084	ETEC_0082	BW25113_0084	b0084
secD	SecYEG protein translocase auxillary subunit	3.36572346049253	3.75095352864402	4.3521632135154	3.65996715774058	4.27859609172503	2.99709271783689	6.17623632979645	2.15653678850041	3.22182839381262	1.79866230962698	1.94480372810885	3.61692835717175	3.43783468176346	2.11211748607497	4.32139995023977	7	ENC_23520	BN373_08481	ERS227112_02710	ROD_04561	SL1344_0402	SL3261_0402	STMMW_04771	STM_MW04771	SEN0390	t2456	EC958_0546	NCTC13441_03571	CS17_00438	ETEC_0461	BW25113_0408	b0408
glnS	glutamyl-tRNA synthetase	4.51111000974451	4.90907313272658	3.97179289816091	5.14586467084033	5.13007195141876	3.76750880933775	3.91417821767179	3.69202588510769	2.57230645845909	4.10468975819715	3.28454583718035	4.03519733951724	3.27793172746248	4.15889804819715	3.93488462134818	7	ENC_20470	BN373_12741	ERS227112_03143	ROD_06851	SL1344_0668	SL3261_0668	STMMW_07441	STM_MW07441	SEN0650	t2189	EC958_0798	NCTC13441_03311	CS17_00682	ETEC_0697	BW25113_0680	b0680
rpsA	30S ribosomal subunit protein S1	3.66475258311227	2.82014778841901	4.5003564862028	4.36821423156434	2.40813300702533	3.67482015038077	3.02569699010977	2.90841781630617	2.05055413858133	3.66748078139023	2.69733361370213	3.07035298360647	2.03868235425217	1.92529016335313	3.34523506923389	7	ENC_17720	BN373_15541	ERS227112_03426	ROD_09791	SL1344_0918	SL3261_0918	STMMW_09921	STM_MW09921	SEN0885	t1953	EC958_1121	NCTC13441_02978	CS17_00974	ETEC_0979	BW25113_0911	b0911
proS	prolyl-tRNA synthetase	4.42266415670094	3.5671207251321	4.3564332116871	5.20682569429463	3.74264469806059	3.04892958184193	2.91401889171926	4.06098607632794	2.47588708134486	3.57282237499541	5.25428311168341	4.44779046079816	2.77497572719359	3.51524518200559	2.98642554966455	7	ENC_47160	BN373_06991	ERS227112_02550	ROD_02041	SL1344_0243	SL3261_0243	STMMW_02481	STM_MW02481	SEN0250	t0245	EC958_0341	NCTC13441_03781	CS17_00205	ETEC_0190	BW25113_0194	b0194
argS	arginyl-tRNA synthetase	4.75019153615775	5.11498320264435	4.37026820521499	5.34703710136684	5.10596160971698	4.32639711488739	5.39600515384668	2.23079223750525	3.84668720250692	4.19599981330591	3.27744478417942	4.04718545899541	4.84463206353958	3.09056004216404	4.04624101668944	7	ENC_85added	BN373_29741	ERS227112_04273	ROD_19201	SL1344_1844	SL3261_1844	STMMW_18921	STM_MW18921	SEN1094	t0968	EC958_2099	NCTC13441_02005	CS17_02065	ETEC_1909	BW25113_1876	b1876
msbA	lipid ABC transporter permease/ATPase	4.4515046597122	3.45612882162023	4.29490434090372	5.67074052486482	4.12841667534772	4.89687827850833	5.20247106609897	3.62974448922475	3.3297712422507	4.73039792397028	5.37303551769904	3.65627634819449	2.60821652430876	2.77433419572247	3.0744020964282	7	ENC_17690	BN373_15571	ERS227112_03429	ROD_09821	SL1344_0921	SL3261_0921	STMMW_09951	STM_MW09951	SEN0888	t1950	EC958_1124	NCTC13441_02975	CS17_00977	ETEC_0982	BW25113_0914	b0914
pyrG	CTP synthetase	3.33252917180506	3.37794161525191	3.44972320869463	3.91113098431539	3.70278318353871	3.52535122208883	4.89215376705123	2.4406888403158	2.98498229065407	3.35706806832431	5.42059972520924	4.62538160808076	3.94824346907828	3.9148027506515	4.06561609913299	7	ENC_30230	BN373_37681	ERS227112_01536	ROD_30341	SL1344_2932	SL3261_2932	STMMW_29161	STM_MW29161	SEN2792	t2854	EC958_3049	NCTC13441_00994	CS17_03109	ETEC_2972	BW25113_2780	b2780
ubiB	regulator of octaprenylphenol hydroxylation, ubiquinone synthesis; regulator of 2'-N-acetyltransferase; putative ABC1 family protein kinase	3.57424116922449	3.63379456324946	2.65792451203695	3.80300053304753	4.84808296413156	4.69702659426147	4.83981062696949	3.7384883421065	3.20628375236735	2.59391042180767	5.22889050206112	3.4967575011938	4.24683914351235	2.90481188941745	4.82077099932296	7	ENC_01760	BN373_49561	ERS227112_01803	ROD_39191	SL1344_3926	SL3261_3926	STMMW_39431	STM_MW39431	SEN3767	t3325	EC958_4317	NCTC13441_04664	CS17_04288	ETEC_4112	BW25113_3835	b3835
yidC	membrane protein insertase	4.35367854957866	5.27020630651856	3.10484780518343	2.9553110153648	3.5379289461791	3.78127635216116	3.42077266488309	4.04155655819161	2.76017575366085	4.07885665133295	3.73454065286057	4.71281920174723	2.9266319996098	4.43149908641397	3.99435738782725	7	ENC_03960	BN373_47531	ERS227112_00468	ROD_40241	SL1344_3809	SL3261_3809	STMMW_38271	STM_MW38271	SEN3659	t3678	EC958_4179	NCTC13441_04811	CS17_04156	ETEC_3996	BW25113_3705	b3705
groL	Cpn60 chaperonin GroEL, large subunit of GroESL	4.32991308003657	4.89876506669223	4.36812818586541	2.97653738125734	4.25790981676477	5.0646427047445	3.33292959058514	4.11794097151768	2.63475566804578	2.93482722793815	5.01567786663269	4.51147409287123	3.05511199726246	4.20689978319008	4.2261858604749	7	ENC_42400	BN373_01451	ERS227112_02009	ROD_32061	SL1344_4267	SL3261_4267	STMMW_42791	STM_MW42791	SEN4100	t4382	EC958_4632	NCTC13441_04312	CS17_04621	ETEC_4490	BW25113_4143	b4143
ubiD	3-octaprenyl-4-hydroxybenzoate decarboxylase	2.8891797234027	2.91884333219311	2.61582361106034	2.31089254122912	2.43454848329806	2.40216004965935	3.19360911740143	2.21272796386047	2.61155395984501	3.67137860461568	2.62952182578381	2.15074672995269	2.00287423885072	1.81381941397584	4.21504435810985	7	ENC_01700	BN373_49621	ERS227112_01809	ROD_39131	SL1344_3932	SL3261_3932	STMMW_39491	STM_MW39491	SEN3773	t3319	EC958_4323	NCTC13441_04658	CS17_04294	ETEC_4118	BW25113_3843	b3843
murE	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate:meso-diaminopimelate ligase	3.89523477656144	4.85626604545133	3.92044439335905	4.69305771483723	2.63763011901261	4.54628340442515	3.75422150280406	3.54712846500831	2.44940418149386	3.80525220709707	2.42689000362654	2.39422100601327	2.80046798692314	2.96560985566376	3.57136396073134	7	ENC_45970	BN373_05781	ERS227112_02426	ROD_00911	SL1344_0123	SL3261_0123	STMMW_01291	STM_MW01291	SEN0124	t0127	EC958_0225	NCTC13441_03900	CS17_00085	ETEC_0083	BW25113_0085	b0085
murC	UDP-N-acetylmuramate:L-alanine ligase	3.15811458019896	4.77561869937748	3.96592184835371	3.20765113328926	3.92353158787339	4.39255424510975	3.10438786567583	1.99447716026328	2.8932620489246	3.83282172119265	5.03347330135293	4.18801227325638	3.5703433357933	2.23576099422929	3.59317665677739	7	ENC_46030	BN373_05841	ERS227112_02432	ROD_00971	SL1344_0129	SL3261_0129	STMMW_01351	STM_MW01351	SEN0130	t0133	EC958_0231	NCTC13441_03894	CS17_00091	ETEC_0089	BW25113_0091	b0091
gltX	glutamyl-tRNA synthetase	3.81246677870956	4.55767480041058	3.86266148847318	3.79009002588181	3.31551851874613	3.98581286188561	4.02601272116575	3.27740508499933	2.86345890067078	2.46008089320909	3.10243122006664	3.59479261909358	2.36712728938611	4.42885872396339	3.72029104963955	7	ENC_38500	BN373_34121	ERS227112_03829	ROD_28181	SL1344_2381	SL3261_2381	STMMW_24371	STM_MW24371	SEN2399	t0442	EC958_5016	NCTC13441_01319	CS17_02688	ETEC_2516	BW25113_2400	b2400
dnaB	replicative DNA helicase	3.45705052244622	5.01736670511881	3.89243257649333	2.48878875379331	4.68750392678851	4.58678761207454	3.51455963687738	3.63704559662128	2.93211048889111	2.61286455385687	4.46753573640874	3.51112298321776	3.44648807697513	2.76473415933736	3.61427586923623	7	ENC_04830	BN373_00461	ERS227112_01911	ROD_36391	SL1344_4182	SL3261_4182	STMMW_41961	STM_MW41961	SEN4015	t4152	EC958_4511	NCTC13441_04431	CS17_04532	ETEC_4362	BW25113_4052	b4052
asnS	asparaginyl tRNA synthetase	3.45340680948246	3.84164076553232	2.54686447732085	3.59067201720456	4.69778782336082	3.96431585207394	3.42095638897402	2.06675688114636	3.3657631498736	3.7794146241914	4.47026322926085	3.77138924517665	4.65184923204645	2.95609927857697	3.53462737946354	7	ENC_17510	BN373_15731	ERS227112_03446	ROD_09991	SL1344_0937	SL3261_0937	STMMW_10111	STM_MW10111	SEN0904	t1934	EC958_1141	NCTC13441_02959	CS17_00993	ETEC_0998	BW25113_0930	b0930
lnt	apolipoprotein N-acyltransferase	4.44087627618835	4.62277663847038	3.85247713951839	4.23545233690207	4.665701218163	4.13361187549906	5.26854889962926	2.35718900284396	3.01940586693286	3.71705214960472	3.33156063467724	3.92680104833086	3.14880232498734	3.56627889941476	3.88696647635328	7	ENC_20600	BN373_12621	ERS227112_03124	ROD_06691	SL1344_0655	SL3261_0655	STMMW_07311	STM_MW07311	SEN0635	t2207	EC958_0775	NCTC13441_03340	CS17_00663	ETEC_0685	BW25113_0657	b0657
dnaA	chromosomal replication initiator protein DnaA, DNA-binding transcriptional dual regulator	3.64586665149737	4.84861887877533	3.53307776996915	3.15905813400389	3.11585523139913	4.72957467718568	3.11028724617657	4.04667072485505	3.91878897061631	3.88437029425133	4.40581502439378	4.48841361058556	2.51390617092553	2.65450360967588	2.5715889984066	7	ENC_03940	BN373_47491	ERS227112_00470	ROD_40251	SL1344_3805	SL3261_3805	STMMW_38231	STM_MW38231	SEN3655	t3681	EC958_4175	NCTC13441_04814	CS17_04153	ETEC_3992	BW25113_3702	b3702
secY	preprotein translocase membrane subunit	3.41798200153165	4.71160736317867	3.43048727993742	4.30253559411222	3.34845787382645	3.90106956946891	2.64786852987807	2.86520913350129	3.15917110258726	3.8254291689519	3.69102275321881	4.30477875970538	2.92661897561031	3.58137933672583	3.95035290393001	7	ENC_25140	BN373_43361	ERS227112_00887	ROD_45221	SL1344_3387	SL3261_3387	STMMW_34131	STM_MW34131	SEN3248	t4085	EC958_3693	NCTC13441_00395	CS17_03735	ETEC_3552	BW25113_3300	b3300
ffh	Signal Recognition Particle (SRP) component with 4.5S RNA (ffs)	3.76970770961343	3.12937757201392	3.77456037336077	4.32509661177146	2.93624851344423	2.68820724908412	4.40551602849446	3.47086075713548	2.3203202167748	3.62631566648023	4.43977427940008	2.26700813438152	5.53124685833602	4.50173751984489	3.53642390936259	7	ENC_28090	BN373_35871	ERS227112_01710	ROD_25601	SL1344_2650	SL3261_2650	STMMW_26911	STM_MW26911	SEN2598	t2632	EC958_2912	NCTC13441_01131	CS17_02951	ETEC_2817	BW25113_2610	b2610
pssA	phosphatidylserine synthase; CDP-diacylglycerol-serine O-phosphatidyltransferase	3.91434570201787	2.6866031495362	4.12800210608557	4.13194305994121	2.81645489282081	4.47364226543421	2.67921073794591	3.97080874858927	3.34690196586922	4.06369220872352	3.55672492572051	2.7308357932737	3.42823053706012	3.97681510860041	2.44924745557327	7	ENC_740added	BN373_35661	ERS227112_00005	ROD_25301	SL1344_2616	SL3261_2616	STMMW_26721	STM_MW26721	SEN2579	t0258	EC958_2891	NCTC13441_01154	CS17_02874	ETEC_2798	BW25113_2585	b2585
glmU	fused N-acetyl glucosamine-1-phosphate uridyltransferase/glucosamine-1-phosphate acetyl transferase	4.41686950951089	4.85833211197364	3.67288999800132	2.94272412068536	3.55262043765062	4.6990382119893	4.07212796844591	4.00896329097995	3.48470351953993	3.94898014343255	5.11757039673749	4.28944135563532	5.59664208654904	3.99152434430348	3.86636132356553	7	ENC_04160	BN373_47711	ERS227112_00448	ROD_40101	SL1344_3829	SL3261_3829	STMMW_38471	STM_MW38471	SEN3676	t3657	EC958_4203	NCTC13441_04787	CS17_04185	ETEC_4021	BW25113_3730	b3730
mukF	chromosome condensin MukBEF, kleisin-like subunit, binds calcium	2.8717459253497	3.45503981354597	3.46659842695315	4.41028537002792	3.04640504687576	3.29009604093832	4.94483339866809	3.2552687331162	2.81384834564561	3.56394487837061	4.24625526367439	3.63049883993512	3.84238838698853	2.79822159576258	3.42304284421511	7	ENC_17600	BN373_15651	ERS227112_03437	ROD_09901	SL1344_0929	SL3261_0929	STMMW_10031	STM_MW10031	SEN0896	t1942	EC958_1133	NCTC13441_02967	CS17_00985	ETEC_0990	BW25113_0922	b0922
ftsA	ATP-binding cell division FtsK recruitment protein	3.00674012368139	4.29600041233176	2.50369443764153	3.83646191340632	4.39872195215488	4.06429698851947	3.41561914282774	2.19954475065951	3.07733952277891	3.56485444459227	2.98210855119402	2.61327811539016	2.48984053604842	2.68543992183736	3.08458086045763	7	ENC_46060	BN373_05871	ERS227112_02435	ROD_01001	SL1344_0132	SL3261_0132	STMMW_01381	STM_MW01381	SEN0133	t0136	EC958_0234	NCTC13441_03891	CS17_00094	ETEC_0092	BW25113_0094	b0094
glmM	phosphoglucosamine mutase	3.88961076412823	4.72208560956935	4.1334474889714	4.43675576935045	4.69051840020587	4.55515724957072	3.01177737386763	2.58383575249307	6.83136336070252	3.232240258441	2.27610761582019	3.8839724961257	3.45622848017276	3.03554917828933	3.64626391393656	7	ENC_34110	BN373_42361	ERS227112_01013	ROD_46451	SL1344_3265	SL3261_3265	STMMW_32921	STM_MW32921	SEN3127	t3211	EC958_3576	NCTC13441_00517	CS17_03617	ETEC_3441	BW25113_3176	b3176
