Gene	Product	EnClNCTC9394 NPEQ	KlPnEcl8 NPEQ	KlPnRH201207 NPEQ	CiRoICC168 NPEQ	SaTySL1344 NPEQ	SaTySL3261 NPEQ	SaTyD23580 NPEQ	SaTyA130 NPEQ	SaEnP125109 NPEQ	SaTyTy2 NPEQ	EsCoEC958 NPEQ	EsCoST131 NPEQ	EsCoCS17 NPEQ	EsCoH10407 NPEQ	EsCoBW25113 NPEQ	EsCoMG1655 NPEQ	EnClNCTC9394 locus tag	KlPnEcl8 locus tag	KlPnRH201207 locus tag	CiRoICC168 locus tag	SaTySL1344 locus tag	SaTySL3261 locus tag	SaTyD23580 locus tag	SaTyA130 locus tag	SaEnP125109 locus tag	SaTyTy2 locus tag	EsCoEC958 locus tag	EsCoST131 locus tag	EsCoCS17 locus tag	EsCoH10407 locus tag	EsCoBW25113 locus tag	EsCoMG1655 locus tag
tktA	transketolase 1, thiamine triphosphate-binding	1.06184058005239	1.9858802308431	1.64530687001315	2.00414884225202	2.06064764692249	1.65030957553898	1.801701349859	1.18728298838803	1.46275081656323	-1.85162595557877	1.57516945508889	0.930322111845652	1.51501036518455	-1.0007026499577	1.91408077418235	4.5	ENC_31720	BN373_40211	ERS227112_01308	ROD_50511	SL1344_3052	SL3261_3052	STMMW_30371	STM_MW30371	SEN2919	t2996	EC958_3220	NCTC13441_00816	CS17_03298	ETEC_3127	BW25113_2935	b2935
rep	DNA helicase and single-stranded DNA-dependent ATPase	0.687864933697637	0.554519328997203	-0.993569189224598	1.57831681062301	-1.15413882894074	0.950205961538103	-0.243185375229858	-1.16872821927079	0.277780810348643	-0.341161772514945	1.5973535128307	0.351843474371056	1.39253332565269	0.707749971118948	2.00595515602933	4.5	ENC_02230	BN373_49041	ERS227112_01746	ROD_39691	SL1344_3872	SL3261_3872	STMMW_38881	STM_MW38881	SEN3718	t3384	EC958_4240	NCTC13441_04744	CS17_04229	ETEC_4060	BW25113_3778	b3778
ftsH	protease, ATP-dependent zinc-metallo	-4.5	-1.5700872784183	-4.5	-1.52570676124569	-4.5	0.0125490402162357	-1.52228863854875	-4.5	-3.42139279567475	-4.5	-3.18381369807191	-2.76762603005777	-0.783703769517632	-0.143145302390557	-1.66769915114054	-4.5	ENC_34130	BN373_42381	ERS227112_01011	ROD_46431	SL1344_3268	SL3261_3268	STMMW_32951	STM_MW32951	SEN3129	t3213	EC958_3578	NCTC13441_00515	CS17_03619	ETEC_3443	BW25113_3178	b3178
mrdA	penicillin-binding protein 2, transpeptidase involved in peptidoglycan synthesis	-4.5	-0.49405643911848	-0.401884809325744	0.0123107729053007	-1.06779078585273	0.0856022003444987	-1.75183911047769	-4.5	-0.320404759501684	-4.5	-0.0714878393642933	-4.5	-1.5964344904396	-2.67520457635207	-4.5	-4.5	ENC_20740	BN373_12471	ERS227112_03109	ROD_06531	SL1344_0628	SL3261_0628	STMMW_07051	STM_MW07051	SEN0609	t2227	EC958_0754	NCTC13441_03360	CS17_00641	ETEC_0663	BW25113_0635	b0635
bcsB	regulator of cellulose synthase, cyclic di-GMP binding	2.82722914553853	2.25782524532866	1.8623404861185	2.32124834051229	2.20555720884601	2.20635935946258	2.09472800611438	1.84669832189274	1.74757584698552	1.8670175902178	2.36833114211946	2.47991712461303	2.49941689115896	2.26846146330994	2.16038180442117	-4.5	ENC_27300	BN373_45191	ERS227112_00702	ROD_42751	SL1344_3583	SL3261_3583	STMMW_36071	STM_MW36071	SEN3441	t3899	EC958_3937	NCTC13441_00157	CS17_03970	ETEC_3778	BW25113_3532	b3532
parE	DNA topoisomerase IV, subunit B	X	-2.2116828261139	-2.71652138617759	-1.86700309076566	-3.03143260248015	-3.04827674593918	-1.80662510062017	-4.5	-1.50673421290161	-4.5	-3.27105370213466	-2.64000871222168	-2.28197159233148	-1.68485643792597	-4.5	-4.5	X	BN373_40961	ERS227112_01164	ROD_35771	SL1344_3155	SL3261_3155	STMMW_31411	STM_MW31411	SEN3024	t3102	EC958_3433	NCTC13441_00665	CS17_03458	ETEC_3302	BW25113_3030	b3030
dnaK	chaperone Hsp70, with co-chaperone DnaJ	-0.699680108235007	0.661670247771881	-2.57507391261917	-2.52661378088686	0.676429243220438	-0.637630252359329	-0.727721196567646	-1.06100990645824	0.291062446665901	-2.14461131509969	1.41591748387005	-0.359015945355728	0.229586644747144	-0.863089632441516	-0.546657038699926	4.5	ENC_45370	BN373_04961	ERS227112_02349	ROD_00101	SL1344_0012	SL3261_0012	STMMW_00111	STM_MW00111	SEN0011	t0012	EC958_0146	NCTC13441_03979	CS17_00013	ETEC_0013	BW25113_0014	b0014
glmS	L-glutamine:D-fructose-6-phosphate aminotransferase	-3.22398355655354	-1.53624686068584	-4.5	-4.5	0.701859661008646	-1.63820358810526	-1.82879112147057	-0.990838127127782	-0.796282926349459	0.475249707343356	-0.999774675403621	-2.23242336865226	-0.025677220916332	-3.12663936858597	-1.03346257584291	-4.5	ENC_04150	BN373_47701	ERS227112_00449	ROD_40111	SL1344_3828	SL3261_3828	STMMW_38461	STM_MW38461	SEN3675	t3658	EC958_4202	NCTC13441_04788	CS17_04184	ETEC_4020	BW25113_3729	b3729
aspS	aspartyl-tRNA synthetase	X	-4.5	-4.5	-4.5	-4.5	-2.08253505761416	-2.09511838869488	-4.5	-1.8371437987092	-4.5	-2.4282218515691	-4.5	-2.54030840384311	-2.5620558497449	-0.848804496349089	-4.5	X	BN373_29661	ERS227112_04281	ROD_19071	SL1344_1836	SL3261_1836	STMMW_18841	STM_MW18841	SEN1102	t0976	EC958_2089	NCTC13441_02015	CS17_02055	ETEC_1899	BW25113_1866	b1866
aceF	pyruvate dehydrogenase, dihydrolipoyltransacetylase component E2	0.91333732068603	1.92031382711569	-0.233181433938505	1.22390367627577	0	-0.0910065041883512	0.399763647954011	-0.304961670048924	0.362759310196409	-2.63930382456336	0.759526031431949	-0.671923975978378	1.36445080198995	0.350678419272113	0.298950655464867	4.5	ENC_46280	BN373_06091	ERS227112_02457	ROD_01211	SL1344_0153	SL3261_0153	STMMW_01591	STM_MW01591	SEN0157	t0159	EC958_0257	NCTC13441_03866	CS17_00125	ETEC_0111	BW25113_0115	b0115
hscA	DnaK-like molecular chaperone specific for IscU	2.28547332984174	2.01373885577836	-2.84875177068954	2.42698487245283	1.9666591642891	2.06559818687213	-1.6792754185375	1.36773159648558	1.57867200544902	0.750723179813398	1.19728365143676	0.27062849049619	1.41043538362566	1.08479175016032	-0.0785016934939076	4.5	ENC_37280	BN373_35151	ERS227112_00058	ROD_24701	SL1344_2501	SL3261_2501	STMMW_25561	STM_MW25561	SEN2519	t0317	EC958_2836	NCTC13441_01210	CS17_02812	ETEC_2683	BW25113_2526	b2526
rpsA	30S ribosomal subunit protein S1	-1.8223449922284	-0.368216578530491	-4.5	-2.17285818787355	-0.60315237805609	-2.40957486278484	-0.712096957023698	-1.44287787384731	-0.3003454507283	-2.38562679743402	-1.87497528615105	-1.40125907786619	0.0253175193616505	-0.643658086051043	-1.75375160392288	-4.5	ENC_17720	BN373_15541	ERS227112_03426	ROD_09791	SL1344_0918	SL3261_0918	STMMW_09921	STM_MW09921	SEN0885	t1953	EC958_1121	NCTC13441_02978	CS17_00974	ETEC_0979	BW25113_0911	b0911
dnaG	DNA primase	X	-2.14352633114198	-4.5	-2.47916750332304	-2.26813615757428	-2.97921480567271	-1.42586108949612	-2.08346664939253	-1.15898494435938	-4.5	-4.5	-1.88235489593331	-2.48528735863691	-1.84852543004293	-4.5	-4.5	X	BN373_41281	ERS227112_01132	ROD_36181	SL1344_3184	SL3261_3184	STMMW_31711	STM_MW31711	SEN3053	t3130	EC958_3472	NCTC13441_00626	CS17_03496	ETEC_3337	BW25113_3066	b3066
yrfF	putative RcsCDB-response attenuator, inner membrane protein	X	2.53475241144822	-2.29324812661432	-0.599887205662407	0.229399933876735	-0.0440145069393345	0.38476260855806	0.670390944662135	0.516920872192874	2.16067524427506	-0.34961526522104	-0.288089832492972	1.75758164037698	1.43570419171066	0.0282934829589909	-4.5	X	BN373_44071	ERS227112_00817	ROD_44251	SL1344_3462	SL3261_3462	STMMW_34851	STM_MW34851	SEN3321	t4011	EC958_3789	NCTC13441_00302	CS17_03819	ETEC_3648	BW25113_3398	b3398
dnaX	DNA polymerase III/DNA elongation factor III, tau and gamma subunits	X	-4.5	-4.5	-4.5	-4.5	-2.66508080645177	-2.39711762528081	-4.5	-2.98668196484546	-4.5	-1.62103627523966	-4.5	X	-1.71020686897126	-2.07915075746818	-4.5	X	BN373_09401	ERS227112_02804A	ROD_05281	SL1344_0477	SL3261_0477	STMMW_05541	STM_MW05541	SEN0465	t2376	EC958_0609	NCTC13441_14added	X	ETEC_0522	BW25113_0470	b0470
pgm	phosphoglucomutase	2.2690768916649	2.16208124695796	-2.00044776775584	1.67175663860836	1.94190506311401	2.16331653084478	1.65555956032533	0.696654016972353	1.39280283894638	-0.88055138477639	2.01099832066618	1.04695250815224	2.74041677001293	2.28670032633036	1.85910320996932	4.5	ENC_20380	BN373_12821	ERS227112_03152	ROD_06961	SL1344_0680	SL3261_0680	STMMW_07561	STM_MW07561	SEN0662	t2177	EC958_0806	NCTC13441_03303	CS17_00690	ETEC_0705	BW25113_0688	b0688
guaA	GMP synthetase (glutamine aminotransferase)	1.96179446169234	2.03104704750998	0.439649805890077	2.08632048373474	1.1049546803587	1.81523061250215	1.60166198675962	0.139967312222105	0.900876489478734	1.62166096959743	1.17408584185676	1.56731857734338	1.10772172054669	1.0811341755303	-4.5	4.5	ENC_37610	BN373_34931	ERS227112_00079	ROD_24481	SL1344_2471	SL3261_2471	STMMW_25271	STM_MW25271	SEN2490	t0347	EC958_2814	NCTC13441_01232	CS17_02793	ETEC_2664	BW25113_2507	b2507
cydA	cytochrome d terminal oxidase, subunit I	-1.88598321173547	2.09419652048583	2.46337333982957	1.57580175802861	-1.3228945249513	-0.387423537662972	0.28622032042128	-0.161678396490544	0.508065727277845	1.09617401151111	0.824016369144516	-4.5	-1.31539569408485	-1.40889528710308	-0.220640837389767	-4.5	ENC_20050	BN373_13101	ERS227112_03179	ROD_07271	SL1344_0722	SL3261_0722	STMMW_07971	STM_MW07971	SEN0690	t2136	EC958_0850	NCTC13441_03262	CS17_00731	ETEC_0743	BW25113_0733	b0733
cydD	glutathione/cysteine ABC transporter export permease/ATPase	-4.5	1.9409313560377	2.06854798180234	0.682854628330513	-0.886604240800087	-0.669159037271277	0.137115187846422	-1.47211494863486	-0.425872624219559	0.684430732666065	1.276193520526	-4.5	-2.67834937476474	-1.49899211242676	-4.5	4.5	ENC_17950	BN373_15351	ERS227112_03406	ROD_09511	SL1344_0895	SL3261_0895	STMMW_09691	STM_MW09691	SEN0861	t1977	EC958_0999	NCTC13441_03106	CS17_00949	ETEC_0955	BW25113_0887	b0887
yejM	essential inner membrane DUF3413 domain-containing protein; lipid A production and membrane permeability factor	X	1.58004299553465	1.63445410344712	1.82395106243856	1.12773411118647	1.58426768536215	1.38468037793042	0.199192840809755	1.28854326057488	1.59341548184327	0.512345130215964	1.51124282238657	1.8631647582045	1.6228712719535	2.1364987625515	-4.5	X	BN373_32311	ERS227112_03955	ROD_23201	SL1344_2205	SL3261_2205	STMMW_22581	STM_MW22581	SEN2221	t0626	EC958_2526	NCTC13441_01521	CS17_02439	ETEC_2325	BW25113_2188	b2188
lysS	lysine tRNA synthetase, constitutive	-0.677146267446689	-0.290322319059204	-2.31305379788315	-4.5	-2.82012241006631	-4.5	-1.55951244869894	-4.5	-0.958909128910574	-1.85084077252439	-0.443489944425955	-0.42390395907745	0.322802026309893	0.106326278087455	0	4.5	ENC_373added	BN373_39851	ERS227112_01345	ROD_49431	SL1344_3016	SL3261_3016	STMMW_30001	STM_MW30001	SEN2883	t2958	EC958_3171	NCTC13441_00865	CS17_03247	ETEC_3083	BW25113_2890	b2890
murJ	putative lipid II flippase	X	-4.5	-4.5	-2.08051603551135	-2.63724671168867	-4.5	-1.35163076415548	-4.5	-1.74247499148316	-4.5	-1.70021143841628	-2.02928602118015	-2.10529451943205	-4.5	-4.5	-4.5	X	BN373_16941	ERS227112_03557	ROD_11321	SL1344_1107	SL3261_1107	STMMW_11781	STM_MW11781	SEN1878	t1750	EC958_1264	NCTC13441_02843	CS17_01207	ETEC_1134	BW25113_1069	b1069
lpd	dihydrolipoyl dehydrogenase; E3 component of pyruvate and 2-oxoglutarate dehydrogenases complexes; glycine cleavage system L protein; dihydrolipoamide dehydrogenase	-1.31439183446898	0.801623736176212	-4.5	-0.69757694587837	-0.713816247270978	-2.57848847940877	-0.296740503864064	-1.63061343235087	0.167268003201335	-2.3528419954229	-2.08632461102746	-4.5	-0.0993059470739266	-0.670137539922267	0.679121941732903	4.5	ENC_46290	BN373_06101	ERS227112_02458	ROD_01221	SL1344_0154	SL3261_0154	STMMW_01601	STM_MW01601	SEN0158	t0160	EC958_0258	NCTC13441_03865	CS17_00126	ETEC_0112	BW25113_0116	b0116
nusA	transcription termination/antitermination L factor	-0.0659198415586289	-4.5	-1.40838643187405	0.0207588711995379	-0.264024916647932	-0.15792779942332	-0.572340078621673	-1.87839275572192	-0.974353970800006	-0.766981035083095	-0.103699234150395	0.214656112588429	0.759061555668098	0.0625451761887955	-4.5	-4.5	ENC_34070	BN373_42291	ERS227112_01023	ROD_46631	SL1344_3260	SL3261_3260	STMMW_32871	STM_MW32871	SEN3122	t3205	EC958_3571	NCTC13441_00525	CS17_03609	ETEC_3436	BW25113_3169	b3169
cydC	glutathione/cysteine ABC transporter export permease/ATPase	-4.5	1.76391730272899	2.00956746011338	0.997510811074165	-0.726576776921466	-0.132408589444708	0.165117372315199	-1.44506586332555	-0.132070048575619	0.560378673927244	1.21414784237768	-2.00498150861514	-2.65119453357428	-1.18325799599411	-1.7384822537496	-4.5	ENC_207added	BN373_15341	ERS227112_03405	ROD_09501	SL1344_0894	SL3261_0894	STMMW_09681	STM_MW09681	SEN0860	t1978	EC958_0998	NCTC13441_03107	CS17_00948	ETEC_0954	BW25113_0886	b0886
glnA	glutamine synthetase	2.55103630868645	2.19093468706427	1.49997641499897	0.97848561579612	1.38243212810976	1.41416457432767	1.71401722827128	0.161062213731674	0.403180203022108	1.63236543810612	0.938144083155334	1.20277185352656	1.38344661321581	-0.103980375722433	1.59531738220769	4.5	ENC_00220	BN373_48101	ERS227112_00405	ROD_38911	SL1344_3954	SL3261_3954	STMMW_39711	STM_MW39711	SEN3795	t3614	EC958_4348	NCTC13441_04628	CS17_04324	ETEC_4139	BW25113_3870	b3870
der	GTPase; multicopy suppressor of ftsJ	X	-1.55074527149892	-4.5	-4.5	-2.61506816372623	-4.5	-2.12804087507791	-4.5	-0.247077670144395	-4.5	-4.5	-4.5	-2.5196111292934	-2.53901098578135	-1.81016915938708	-4.5	X	BN373_34981	ERS227112_00074	ROD_24541	SL1344_2481	SL3261_2481	STMMW_25361	STM_MW25361	SEN2499	t0337	EC958_2821	NCTC13441_01225	CS17_02797	ETEC_2668	BW25113_2511	b2511
cysS	cysteinyl-tRNA synthetase	-2.63576456032811	-1.47832756701489	-4.5	-4.5	-4.5	-4.5	2.37883628787373	-1.17777272889732	-0.802901711691259	-4.5	-4.5	-4.5	-4.5	-2.44980924393421	-4.5	-4.5	ENC_22230	BN373_09711	ERS227112_02833	ROD_05581	SL1344_0530	SL3261_0530	STMMW_06051	STM_MW06051	SEN0518	t2324	EC958_0665	NCTC13441_03449	CS17_00552	ETEC_0578	BW25113_0526	b0526
hldE	heptose 7-phosphate kinase and heptose 1-phosphate adenyltransferase	0.414571297273986	-4.5	-4.5	0.202963429389269	1.22895834955432	1.28218677951999	1.33211181857147	-0.100406793184627	0.859470547770398	-4.5	-2.30601002186602	-0.290183689008764	-0.991214476732794	1.17523803252415	1.661108186274	4.5	ENC_32900	BN373_41091	ERS227112_01150	ROD_35951	SL1344_3173	SL3261_3173	STMMW_31611	STM_MW31611	SEN3042	t3120	EC958_3456	NCTC13441_00640	CS17_03482	ETEC_3323	BW25113_3052	b3052
purB	adenylosuccinate lyase	-0.399729505625201	0.673480341172974	-0.391425317564595	0.547392783106993	0.465511838627707	0.329738341687899	0.821875512034753	0.545898132332105	0.725649759614764	-0.678671577401166	-0.159285420216781	1.04663546660021	-1.16674652078636	-0.971802697916916	-4.5	-4.5	ENC_15040	BN373_17561	ERS227112_03609	ROD_12211	SL1344_1170	SL3261_1170	STMMW_12421	STM_MW12421	SEN1817	t1688	EC958_1328	NCTC13441_02781	CS17_01332	ETEC_1255	BW25113_1131	b1131
rpoN	RNA polymerase, sigma 54 (sigma N) factor	2.40303873591586	2.49051687184257	1.6541796833057	0.256093556032818	1.08446126352801	1.6642143983356	1.24852102401802	X	0.46624565794011	1.54172105702679	0.0925350555283878	-0.279053815894557	1.04158563100173	0.086121045787236	1.74552254522072	4.5	ENC_34390	BN373_42621	ERS227112_00986	ROD_46181	SL1344_3292	SL3261_3292	STMMW_33191	X	SEN3153	t3237	EC958_3602	NCTC13441_00490	CS17_03644	ETEC_3467	BW25113_3202	b3202
eno	enolase	-4.5	-0.413886629404275	-4.5	-1.46913598722645	-4.5	-4.5	-4.5	-1.55059858293361	-1.49224369904929	-4.5	0.396546049774255	-2.15931274922492	-2.48270878440164	-2.55339779306621	-4.5	-4.5	ENC_30220	BN373_37671	ERS227112_01537	ROD_30351	SL1344_2931	SL3261_2931	STMMW_29151	STM_MW29151	SEN2791	t2853	EC958_3048	NCTC13441_00995	CS17_03108	ETEC_2971	BW25113_2779	b2779
paaK	phenylacetyl-CoA ligase	1.75928449331059	2.09534391512623	1.88041178356993	X	X	X	X	X	X	X	X	X	2.16737143237936	2.26264843480505	-1.1236078892192	4.5	ENC_11600	BN373_20341	ERS227112_05206	X	X	X	X	X	X	X	X	X	CS17_01557	ETEC_1473	BW25113_1398	b1398
