Gene	Product	KlPnEcl8 NPEQ	KlPnRH201207 NPEQ	CiRoICC168 NPEQ	SaTySL1344 NPEQ	SaTySL3261 NPEQ	SaTyD23580 NPEQ	SaTyA130 NPEQ	SaEnP125109 NPEQ	SaTyTy2 NPEQ	EsCoEC958 NPEQ	EsCoST131 NPEQ	EsCoBW25113 NPEQ	EsCoMG1655 NPEQ	KlPnEcl8 locus tag	KlPnRH201207 locus tag	CiRoICC168 locus tag	SaTySL1344 locus tag	SaTySL3261 locus tag	SaTyD23580 locus tag	SaTyA130 locus tag	SaEnP125109 locus tag	SaTyTy2 locus tag	EsCoEC958 locus tag	EsCoST131 locus tag	EsCoBW25113 locus tag	EsCoMG1655 locus tag	EsCoMG1655 position
metH	methionine synthase	1.07632869464355	1.04374357116705	0.772197871059772	0.877273587914957	0.769039369809361	0.544843414804133	0.326489343612384	0.632210286732234	0.626813438945615	0.664929262547824	0.650032972364194	0.720874311372129	7	BN373_00061	ERS227112_01869	ROD_37381	SL1344_4123	SL3261_4123	STMMW_41371	STM_MW41371	SEN3970	t4115	EC958_4465	NCTC13441_04477	BW25113_4019	b4019	4223828
dnaE	DNA polymerase III, alpha subunit	0.0162473218598473	0	0.00516282269451143	0.00310630434083306	0	0.0155361027016192	0	0.041374339614426	0	0.00562177746837062	0.00394935691864997	0.0069099480768213	0	BN373_06891	ERS227112_02539	ROD_01871	SL1344_0232	SL3261_0232	STMMW_02371	STM_MW02371	SEN0238	t0232	EC958_0330	NCTC13441_03792	BW25113_0184	b0184	205126
porA	putative pyruvate:ferredoxin (flavodoxin) oxidoreductase	0.884173874212864	0.560114623386402	0.834607627103343	0.825435188724811	0.916314034397168	0.789049136136328	0.524042949010351	0.660473749121017	0.446237926891275	0.817269033827397	0.674347379172713	0.344768547161201	7	BN373_20001	ERS227112_05230	ROD_16441	SL1344_1581	SL3261_1581	STMMW_16461	STM_MW16461	SEN1401	t1553	EC958_1680	NCTC13441_02414	BW25113_1378	b1378	1437260
tamB	conserved hypothetical protein	1.18234383225912	1.37991919269576	0.844066737028508	1.17019017853323	1.15323026709273	0.977750100657183	0.648385031228612	0.945515912831936	0.515624411270544	1.22531371267827	0.901656081554469	0.975163880615909	7	BN373_02271	ERS227112_02092	ROD_32821	SL1344_4343	SL3261_4343	STMMW_43541	STM_MW43541	SEN4179	t4464	EC958_4716	NCTC13441_04224	BW25113_4221	b4221	4444112
mfd	transcription-repair coupling factor	1.08723124969547	0.780960201381452	0.569132070983829	1.5402150565477	0.879787608456683	1.06217952452149	1.03648803536579	0.610190674377453	0.437864890523501	0.860905799866484	0.505922588150873	0.480181258936692	7	BN373_17261	ERS227112_03590	ROD_11811	SL1344_1153	SL3261_1153	STMMW_12251	STM_MW12251	SEN1833	t1704	EC958_1311	NCTC13441_02798	BW25113_1114	b1114	1170518
carB	carbamoyl-phosphate synthase, large subunit	1.14713256055634	1.04603676575942	0.903782598801071	1.12260463629341	1.04333486753398	1.17266197741518	0.817996496791612	0.57164256447412	0.419739654054462	0.761169145517349	0.825731704355635	0.830962887408568	7	BN373_05281	ERS227112_02377	ROD_00361	SL1344_0068	SL3261_0068	STMMW_00691	STM_MW00691	SEN0067	t0068	EC958_0166	NCTC13441_03958	BW25113_0033	b0033	30817
entF	enterobactin synthetase, component EntF	0.82717005939507	0.4942684260568	0.68316853529713	0.973273755408178	0.760621571952013	0.541085360894118	0.39503988972102	0.466888785786169	0.402484723874157	1.04626219545564	0.815389683373541	0.474192643636082	7	BN373_11831	ERS227112_03043	ROD_05961	SL1344_0576	SL3261_0576	STMMW_06531	STM_MW06531	SEN0557	t2280	EC958_0706	NCTC13441_03409	BW25113_0586	b0586	614157
yhdP	conserved hypothetical protein TIGR02099	1.26800434448078	0.864008725773714	1.09536795992008	1.23316965922427	1.30732347005998	1.14659346390988	0.973020436055582	1.05857832176321	0.839021117361232	1.20910078314997	0.850241949909262	1.25279840329928	7	BN373_42951	ERS227112_00952	ROD_45701	SL1344_3341	SL3261_3341	STMMW_33671	STM_MW33671	SEN3202	t3284	EC958_3637	NCTC13441_00454	BW25113_4472	b4472	3392458
ftsK	cell division protein	0.359028875042597	0.0808624599776532	0.23024941245261	0.338191664082586	0.171942354088167	0.323859390713321	0.115550365110137	0.32199774401023	0.142585567730014	0.574120130459117	0.242860955471898	0.702269718648258	0	BN373_15381	ERS227112_03409	ROD_09541	SL1344_0898	SL3261_0898	STMMW_09721	STM_MW09721	SEN0864	t1974	EC958_1002	NCTC13441_03103	BW25113_0890	b0890	933224
acrB	acriflavine resistance protein B	1.29133856350462	0	0.933294077887612	0.51437260866527	1.22643449856817	0.872122422447812	0.426344367501879	0.951767545692395	0.844461091102976	0.38417997137775	0.760924226220761	1.32776328404602	7	BN373_09311	ERS227112_02796	ROD_05171	SL1344_0468	SL3261_0468	STMMW_05451	STM_MW05451	SEN0456	t2385	EC958_0601	NCTC13441_03516	BW25113_0462	b0462	481254
kefA_1	transporter, small conductance mechanosensitive ion channel (MscS) family	0.974959841228414	1.07661409490275	0.818963416577741	1.08458596209212	1.16852911756294	1.08956238537717	0.867561602905193	0.930553193032024	0.616151891465264	1.04120456064881	0.86413916312904	1.12718315287442	7	BN373_01691	ERS227112_02034	ROD_32211	SL1344_4284	SL3261_4284	STMMW_42951	STM_MW42951	SEN4117	t4399	EC958_4649	NCTC13441_04294	BW25113_4159	b4159	4386047
acrD	acriflavine resistance protein D	1.04250502853797	0.71427138785324	1.21266108595703	1.0281284548345	0.991135372739308	1.09268054147664	0.759690903655333	0.81746116899373	0.597375061617962	1.02279194624661	1.06626009817621	0.808718800934264	7	BN373_34621	ERS227112_03776	ROD_24181	SL1344_2444	SL3261_2444	STMMW_25001	STM_MW25001	SEN2460	t0378	EC958_2786	NCTC13441_01260	BW25113_2470	b2470	2587595
valS	valyl-tRNA synthetase	0.0413541618240345	0	0.0153677704544203	0.00647388350535852	0.00307856762171934	0.0247535368248491	0.0210795439413197	0.0333924776406323	0	0.0181257555027807	0	0	0	BN373_02801	ERS227112_02145	ROD_33241	SL1344_4405	SL3261_4405	STMMW_44211	STM_MW44211	SEN4228	t4510	EC958_4752	NCTC13441_04190	BW25113_4258	b4258	4480982
kefA	potassium efflux protein	0.990360306664683	1.31655686423652	1.04350474629937	1.03863280130521	1.16590217251272	0.986468543047252	0.865713270153066	1.14755691273906	0.89288279382388	0.908859488767879	1.02044060249117	0.977244811472952	7	BN373_09341	ERS227112_02799	ROD_05201	SL1344_0471	SL3261_0471	STMMW_05481	STM_MW05481	SEN0459	t2382	EC958_0604	NCTC13441_03513	BW25113_0465	b0465	486536
uvrA	excinuclease ABC, A subunit	0.958765599236116	0.949481724556612	0.782548385411028	0.774202063266423	0.748968584117194	0.502958645338953	0.434599390350524	0.694200940091163	0.520128410157355	0.923155620680803	0.745521164463938	1.06951039836261	7	BN373_00521	ERS227112_01917	ROD_36311	SL1344_4190	SL3261_4190	STMMW_42041	STM_MW42041	SEN4023	t4160	EC958_4528	NCTC13441_04414	BW25113_4058	b4058	4271049
recC	exodeoxyribonuclease V, gamma subunit	0.603002974909164	0.234583599349067	0.516434625430767	0.813669081893026	0.612001881900255	0.870805186672048	0.322641946367883	0.777333654587733	0.513101560240268	0.723971576721438	0.359205768038573	0.485182957339303	7	BN373_38611	ERS227112_01437	ROD_28641	SL1344_2974	SL3261_2974	STMMW_29571	STM_MW29571	SEN2838	t2904	EC958_3126	NCTC13441_00918	BW25113_2822	b2822	2959060
mdtC	multidrug resistance protein MdtC	0.901297232074948	0.554007046650456	0.710622510955886	0.988721016798899	0.909801599783916	0.748871347441259	0.509480354901335	0.557411368947814	0.479414936972067	0.688198396028113	0.761625209501157	0.427140474159033	7	BN373_31311	ERS227112_04053	ROD_22081	SL1344_2105	SL3261_2105	STMMW_21601	STM_MW21601	SEN2124	t0744	EC958_2415	NCTC13441_01634	BW25113_2076	b2076	2158386
ydiJ	putative oxidase, FAD-binding	1.11192711079396	0.662934377720538	0.463381238400606	0.889601541188996	0.843722357020438	0.710637750778411	0.447826946686877	0.531128358498868	0.38434026318995	0.811055614204634	0.67810667478889	0.544947481525515	7	BN373_27441	ERS227112_04516	ROD_13631	SL1344_1299	SL3261_1299	STMMW_13711	STM_MW13711	SEN1680	t1233	EC958_1907	NCTC13441_02193	BW25113_1687	b1687	1765629
mdtB	multidrug resistance protein MdtB	0.872798532450497	0.641712133157393	0.849197426562965	1.00265797459257	1.00254440149069	0.772342736782491	0.63272136174077	0.590372065327411	0.513019786146427	0.782209928345512	0.706712212769195	0.606012186117746	7	BN373_31301	ERS227112_04054	ROD_22071	SL1344_2104	SL3261_2104	STMMW_21591	STM_MW21591	SEN2123	t0745	EC958_2414	NCTC13441_01635	BW25113_2075	b2075	2155263
sucA	oxoglutarate dehydrogenase (succinyl-transferring), E1 component	0.37469471430199	0.231066124069055	0.373738080710999	0.690547502770811	0.392940068268595	0.309471046144888	0.175689275603548	0.495105820829668	0.0248507205270515	0.261657718190637	0.218284289938912	0.203334055472623	7	BN373_13051	ERS227112_03175	ROD_07231	SL1344_0718	SL3261_0718	STMMW_07931	STM_MW07931	SEN0686	t2140	EC958_0840	NCTC13441_03270	BW25113_0726	b0726	758706
ileS	isoleucyl-tRNA synthetase	0	0	0.0108592156189252	0.0065767850990477	0	0.0206446315522945	0	0.0173533099844792	0	0.00277561459539013	0.00459815567399715	0	0	BN373_05021	ERS227112_02356	ROD_00231	SL1344_0047	SL3261_0047	STMMW_00471	STM_MW00471	SEN0046	t0048	EC958_0158	NCTC13441_03966	BW25113_0026	b0026	22391
recB	exodeoxyribonuclease V, beta subunit	0.689416229294279	0.215422419542978	0.441583923163943	0.608432384171732	0.525816628219698	0.693652177564052	0.235175105021434	0.510501736490935	0.327276332422057	0.468105372672764	0.222489624135559	0.306140728504835	7	BN373_38591	ERS227112_01439	ROD_28621	SL1344_2972	SL3261_2972	STMMW_29551	STM_MW29551	SEN2836	t2902	EC958_3120	NCTC13441_00920	BW25113_2820	b2820	2952461
rapA	RNA polymerase associated protein RapA	1.15740154211618	1.02093815505321	0.802085670419103	1.07524394442157	1.04701049690977	1.05082150391354	0.601262609345016	0.753029940037488	0.432885709011008	1.02470579574463	0.964927182585218	1.42216858354978	7	BN373_05451	ERS227112_02394	ROD_00641	SL1344_0097	SL3261_0097	STMMW_01011	STM_MW01011	SEN0098	t0099	EC958_0193	NCTC13441_03931	BW25113_0059	b0059	60358
gcvP	glycine dehydrogenase (decarboxylating)	1.12905611633254	0.880136496854657	0.967452855847546	1.07467583434199	1.00052239652679	0.907507453004495	0.637213310348882	0.778406462518276	0.682311540764395	1.01709991516949	0.91637183731825	0.909633307116416	7	BN373_40031	ERS227112_01327	ROD_49301	SL1344_3029	SL3261_3029	STMMW_30131	STM_MW30131	SEN2896	t2971	EC958_3184	NCTC13441_00853	BW25113_2903	b2903	3046168
aceE	pyruvate dehydrogenase (acetyl-transferring), homodimeric type	0.761401415981205	0.123332392245348	0.481070176670775	0.11426913773217	0.251789301336697	0.287523628969327	0.0667655884985451	0.27927823302084	0.019486522579372	0.234058121272164	0.0695784670244603	0.489328398405992	7	BN373_06081	ERS227112_02456	ROD_01201	SL1344_0152	SL3261_0152	STMMW_01581	STM_MW01581	SEN0156	t0158	EC958_0256	NCTC13441_03867	BW25113_0114	b0114	123017
adhE	aldehyde-alcohol dehydrogenase	1.04378125907097	0.479448605675849	0.950134378258701	0.478798894340166	0.875075178505878	0.58398081485691	0.451623921303233	0.733106495501745	0.514387770605318	0.901883167843521	0.839873660681834	0.649115564055947	7	BN373_27951	ERS227112_04473	ROD_17681	SL1344_1680	SL3261_1680	STMMW_17441	STM_MW17441	SEN1287	t1660	EC958_1514	NCTC13441_02595	BW25113_1241	b1241	1295446
nuoG	NADH-quinone oxidoreductase, G subunit	0.912057533704747	0.617905638951534	0.746176461967977	0.674015354421472	0.725485162345168	0.949007166848245	0.475133499267512	0.408991592585877	0.403400914670178	0.515367746222786	0.349458315066141	0.809145909362946	7	BN373_32841	ERS227112_03905	ROD_26851	SL1344_2292	SL3261_2292	STMMW_23451	STM_MW23451	SEN2305	t0541	EC958_2618	NCTC13441_01428	BW25113_2283	b2283	2397439
leuS	leucyl-tRNA synthetase	0	0	0.014775517004227	0.00862857251825144	0	0.0141761302225358	0.0152233765761367	0.0461916943605587	0.0061281299253325	0.00905250305264156	0	0.00900185663833368	0	BN373_12541	ERS227112_03116	ROD_06621	SL1344_0636	SL3261_0636	STMMW_07131	STM_MW07131	SEN0617	t2219	EC958_0761	NCTC13441_03353	BW25113_0642	b0642	672201
secA	preprotein translocase, SecA subunit	0.00940157500538931	0	0.0186380976088522	0.00368175321311013	0.0038487785036297	0.0188964015565147	0.00924305472621361	0.0519361558771928	0.00452212393668141	0.00317004810079596	0.00961781617265353	0	0	BN373_05911	ERS227112_02438A	ROD_01041	SL1344_0136	SL3261_0136	STMMW_01421	STM_MW01421	SEN0137	t0140	EC958_0239	NCTC13441_15added	BW25113_0098	b0098	108279
acnB	aconitate hydratase 2	0.719859605514965	0.0802991028252315	0.683416155114025	0.958372516513622	0.762805546196439	0.765624943861981	0.235949061298661	0.594900489671606	0.139070542506213	0.290182559978549	0.35466065825219	0.724104455219761	7	BN373_06141	ERS227112_02462	ROD_01251	SL1344_0159	SL3261_0159	STMMW_01641	STM_MW01641	SEN0162	t0164	EC958_0260	NCTC13441_03863	BW25113_0118	b0118	131615
polA	DNA polymerase I	0.449424203005233	0	0.433299070152617	0.123866342476648	0.292772432107016	0.0313611297014905	0.0394501701923949	0.0310922098255551	0.00808177462905538	0.281685299962854	0.153314488070722	0.0671849921922338	0	BN373_48041	ERS227112_00414	ROD_38971	SL1344_3947	SL3261_3947	STMMW_39641	STM_MW39641	SEN3788	t3621	EC958_4341	NCTC13441_04638	BW25113_3863	b3863	4046966
topA	DNA topoisomerase I	0.0336320455501673	0	0.0938137732106991	0.0493714085185444	0.0202026465403404	0.159177538274415	0.0226796445628721	0.0575919198786346	0.111722155284507	0.0114617949464086	0	0.0167286120604166	0	BN373_18951	ERS227112_05459	ROD_17291	SL1344_1646	SL3261_1646	STMMW_17101	STM_MW17101	SEN1319	t1627	EC958_1604	NCTC13441_02492	BW25113_1274	b1274	1331048
ppc	phosphoenolpyruvate carboxylase	1.45903053918843	0.719946178958454	1.17756712626545	1.28652213886528	1.42418536820405	1.46498075468506	1.06713097664287	0.922902061426722	0.511839734422262	1.29009503779988	1.18222045987909	0.89440217314496	7	BN373_48781	ERS227112_00337	ROD_37891	SL1344_4069	SL3261_4069	STMMW_40841	STM_MW40841	SEN3914	t3505	EC958_4442	NCTC13441_04543	BW25113_3956	b3956	4150447
malT	transcriptional regulator MalT	1.25928627283034	1.28731703709753	0.99832162980685	1.32423335495567	1.26519014213353	1.30581864061349	1.17114181073251	1.00728860327141	0.914047436033249	0.990544662101981	0.853960030513781	0.983015851700566	7	BN373_44271	ERS227112_00798	ROD_44021	SL1344_3482	SL3261_3482	STMMW_35051	STM_MW35051	SEN3341	t3991	EC958_3812	NCTC13441_00281	BW25113_3418	b3418	3553085
nirB	nitrite reductase [NAD(P)H], large subunit	1.48440015108183	0.989822809853339	0.970196244355326	1.3464337229605	1.60896493827794	1.45508311188721	1.02313636347853	1.16016521791603	1.01043382916136	1.13147098490575	1.08642759879416	0.885624674654524	7	BN373_43891	ERS227112_00833	ROD_44441	SL1344_3441	SL3261_3441	STMMW_34651	STM_MW34651	SEN3301	t4031	EC958_3762	NCTC13441_00329	BW25113_3365	b3365	3494011
ptrA	protease III	0.913581421173549	1.02795285481049	0.805712658813744	1.02291069639771	0.922802074309635	0.912402284194875	0.796551453575719	0.701523624743543	0.495984016808627	0.981078217253534	0.875042633264006	0.932292119715138	7	BN373_38601	ERS227112_01438	ROD_28631	SL1344_2973	SL3261_2973	STMMW_29561	STM_MW29561	SEN2837	t2903	EC958_5045	NCTC13441_00919	BW25113_2821	b2821	2955996
cyaA	adenylate cyclase, class I	0.646861359348262	0.32281975507077	0.493017003260569	0.713233016724054	0.649106431944089	0.727610665785095	0.203787918986331	0.7227893053855	0.22304388800103	0.358460919653907	0.296524667739583	0.346065537815028	7	BN373_49301	ERS227112_01777	ROD_39451	SL1344_3894	SL3261_3894	STMMW_39101	STM_MW39101	SEN3740	t3358	EC958_4267	NCTC13441_04714	BW25113_3806	b3806	3991153
alaS	alanyl-tRNA synthetase	0.0113251190121647	0	0.0110830186382506	0.0163733867643193	0	0.0207105732028346	0.00862372064418504	0.0323110495520726	0	0.00383393769589272	0	0	0	BN373_36621	ERS227112_01632	ROD_31171	SL1344_2807	SL3261_2807	STMMW_27891	STM_MW27891	SEN2668	t2728	EC958_2962	NCTC13441_01080	BW25113_2697	b2697	2819381
mdoH	glucans biosynthesis glucosyltransferase H	1.39034870240947	1.07003388422638	0.721769098899587	1.1919575868795	1.08856629043919	1.00008860049303	0.560808445754172	0.72912960009867	0.643552102904797	0.698551831054807	0.524622478085778	0.828110288180182	7	BN373_16781	ERS227112_03541	ROD_11091	SL1344_1088	SL3261_1088	STMMW_11591	STM_MW11591	SEN1897	t1769	EC958_1243	NCTC13441_02862	BW25113_1049	b1049	1110863
acnA	aconitate hydratase 1	0.91390208072068	0.433680578686465	0.806885611131854	0.924317009832384	0.792831560224665	0.692434660430199	0.373196310255803	0.665206554689579	0.468896803966559	0.789190116592599	0.603800881266785	X	7	BN373_18981	ERS227112_05456	ROD_17241	SL1344_1644	SL3261_1644	STMMW_17071	STM_MW17071	SEN1321	t1625	EC958_1608	NCTC13441_02487	X	b1276	1335831
infB	translation initiation factor IF-2	0.0368511050420096	0.0324804748618654	0.040525087641536	0.0915217462129828	0.0348409445775638	0.0526594113792657	0.0312584283716998	0.0725948743372967	0.0186771270643664	0.0400893809038498	0.0530754267752271	0.0456056233472949	0	BN373_42281	ERS227112_01024	ROD_46641	SL1344_3259	SL3261_3259	STMMW_32861	STM_MW32861	SEN3121	t3204	EC958_3570	NCTC13441_00526	BW25113_3168	b3168	3313342
pepN	aminopeptidase N	1.02190497882554	0.942626401036444	0.940739826104365	1.04748507374839	1.13781413247555	1.06463588759506	0.838447249620005	0.909149473381117	0.620564579576077	1.19496642055178	0.795349136603046	0.717148253441921	7	BN373_15801	ERS227112_03453	ROD_10011	SL1344_0997	SL3261_0997	STMMW_10701	STM_MW10701	SEN0922	t1863	EC958_1143	NCTC13441_02957	BW25113_0932	b0932	990622
clpB	ATP-dependent chaperone ClpB	1.55955391037871	0.969065222679019	1.193764802442	1.1897056011547	1.60582688938602	1.14528872721043	0.654862721074959	1.17337817397304	0.646164726851549	1.37690293817654	1.17675500160367	0.875745024450874	7	BN373_35691	ERS227112_01729	ROD_25341	SL1344_2620	SL3261_2620	STMMW_26761	STM_MW26761	SEN2583	t2616	EC958_2896	NCTC13441_01148	BW25113_2592	b2592	2731600
glnE	glutamate-ammonia ligase adenylyltransferase	0.881586881344825	0.788527284496837	0.840553466125005	1.24107526842072	1.24211992136916	1.12512239331955	0.806824249515555	0.789482562245583	0.457246745197783	0.715018398643593	0.860856692143106	0.471040461671713	7	BN373_41101	ERS227112_01149	ROD_35961	SL1344_3174	SL3261_3174	STMMW_31621	STM_MW31621	SEN3043	t3121	EC958_3457	NCTC13441_00639	BW25113_3053	b3053	3196801
glnD	protein-P-II uridylyltransferase	0.983969701710278	0.482781257976439	0.341998236134074	0.352580305036216	0.30493889493245	0.635496192066289	0.230086396220745	0.195563500200193	0.325594148361702	0.220534141157663	0.181290231675145	0.503600001364003	7	BN373_06721	ERS227112_02521	ROD_01701	SL1344_0215	SL3261_0215	STMMW_02201	STM_MW02201	SEN0220	t0215	EC958_0313	NCTC13441_03811	BW25113_0167	b0167	185978
mutS	DNA mismatch repair protein MutS	0.897987458834475	1.01191270889792	0.519233013811022	0.670874429380507	0.721652239160218	0.528423677119977	0.37043247870342	0.447934183284387	0.44835744799932	0.751016479013311	0.960911758967272	0.680800965476133	7	BN373_37381	ERS227112_01566	ROD_30741	SL1344_2888	SL3261_2888	STMMW_28721	STM_MW28721	SEN2748	t2810	EC958_3001	NCTC13441_01042	BW25113_2733	b2733	2857093
gyrA	DNA gyrase, A subunit	0.0144964967754137	0	0	0.0119551453564288	0	0.014667806536807	0	0.0677986816558177	0	0.0104565310472479	0	0	0	BN373_32511	ERS227112_03939	ROD_23531	SL1344_2241	SL3261_2241	STMMW_22961	STM_MW22961	SEN2254	t0592	EC958_2567	NCTC13441_01477	BW25113_2231	b2231	2336793
mgtA	magnesium-translocating P-type ATPase	1.00967309830382	1.05820687074004	0.649793470261456	0.889907080370542	0.866161233892717	0.972118673312613	0.746779661523747	0.666071203558635	0.38513075204808	1.15761140815397	1.00295049656966	1.43044343812861	7	BN373_02651	ERS227112_02131	ROD_33131	SL1344_4387	SL3261_4387	STMMW_44011	STM_MW44011	SEN4207	t4491	EC958_4736	NCTC13441_04204	BW25113_4242	b4242	4467625
csdB	formate C-acetyltransferase 3	0.984515449380208	0.770325312753261	0.629321058093127	1.15731680465632	1.10454845668419	1.11693394064934	0.945136570400911	0.679971574203868	0.70486392375044	1.06782758624337	0.851632504009918	0.694235000485273	7	BN373_14231	ERS227112_03294	ROD_08271	SL1344_0819	SL3261_0819	STMMW_08941	STM_MW08941	SEN0789	t2046	EC958_0935	NCTC13441_03172	BW25113_0823	b0823	860174
rnr	ribonuclease R	1.4364595822831	1.42948163938677	0.891542723344242	0.969527699346591	0.92952805147219	1.04492221881902	0.419524214031546	0.808791552841435	0.685557461538002	0.925962411446671	0.761718205879187	0.681460844713246	7	BN373_01881	ERS227112_02056	ROD_32391	SL1344_4301	SL3261_4301	STMMW_43121	STM_MW43121	SEN4134	t4419	EC958_4666	NCTC13441_04274	BW25113_4179	b4179	4406654
gyrB	DNA gyrase, B subunit	0.00821336911642568	0	0.01866056729749	0.00300684973611272	0.00299407927801232	0.0204100693746675	0	0.0360384795045568	0.00554265276329859	0	0	0	0	BN373_47461	ERS227112_00473	ROD_40281	SL1344_3802	SL3261_3802	STMMW_38201	STM_MW38201	SEN3652	t3684	EC958_4172	NCTC13441_04817	BW25113_3699	b3699	3877705
barA	signal transduction histidine-protein kinase BarA	1.0948065484887	1.36510321413317	0.7741993766161	1.03329832772961	1.18038210792982	0.889274548323703	0.742700705152324	0.907011984302196	0.555072383161875	2.52296130895333	1.98091615408572	3.01841432740926	7	BN373_37721	ERS227112_01532	ROD_30301	SL1344_2939	SL3261_2939	STMMW_29211	STM_MW29211	SEN2803	t2867	EC958_3053	NCTC13441_00990	BW25113_2786	b2786	2915057
