ID	name	function	coord	NPEQ	essentiality
STM_66added		hypothetical protein	58714-59202	-1.06509517157037	non-essential
STM_67added		hypothetical protein	59461-60576	-0.632164978653366	non-essential
STM_68added		hypothetical protein	60569-61078	-0.61300376389291	non-essential
STM_69added		hypothetical protein	61262-61597	-0.347102592180098	non-essential
STM_70added		hypothetical protein	61654-62220	-0.726485721864812	non-essential
STM_71added		hypothetical protein	62252-63193	-0.310492810914253	non-essential
STM_72added		hypothetical protein	63334-63474	-0.753746260561348	non-essential
STM_73added	parA_2	Plasmid partition protein A	63608-64813	-0.700815330338405	non-essential
STM_74added	virB	Virulence regulon transcriptional activator VirB	64813-65787	-0.486430662310409	non-essential
STM_75added	dinB_3	DNA polymerase IV	65869-67143	-0.436187580755038	non-essential
STM_76added	lexA_3	LexA repressor	67143-67565	-0.947032284350509	non-essential
STM_77added		hypothetical protein	68076-68546	-0.233634030422092	non-essential
STM_78added		hypothetical protein	68539-68895	-0.793585014779563	non-essential
STM_79added	yhdJ_2	DNA adenine methyltransferase YhdJ	69277-69957	-1.02898446634387	non-essential
STM_80added		hypothetical protein	69957-70178	-1.36252313879602	non-essential
STM_81added		hypothetical protein	70234-70647	-1.2837245006517	non-essential
STM_82added		hypothetical protein	70719-71483	-1.37492777848035	non-essential
STM_83added	klcA	Antirestriction protein KlcA	71979-72413	-1.49723391973708	non-essential
STM_84added	holE_2	DNA polymerase III subunit theta	73150-73473	-0.857982051032495	non-essential
STM_85added		hypothetical protein	73437-73592	-0.697657080175547	non-essential
STM_86added	ssb_2	Single-stranded DNA-binding protein	74186-74704	-0.401350154223042	non-essential
STM_87added		hypothetical protein	74759-75001	-0.792076992255028	non-essential
STM_88added	spo0C	Chromosome-partitioning protein Spo0J	75070-77067	0.180102497536627	non-essential
STM_89added		Plasmid SOS inhibition protein (PsiB)	77110-77541	0.473290817653778	non-essential
STM_90added		PsiA protein	77538-78275	0.736641685164721	non-essential
STM_91added		hypothetical protein	78785-79054	1.06198794309867	non-essential
STM_92added		hypothetical protein	79101-79391	1.55148268884294	non-essential
STM_93added		Transglycosylase SLT domain protein	79914-80384	1.51038555370496	non-essential
STM_94added	traM	Relaxosome protein TraM	80799-81179	1.39955795956652	non-essential
STM_95added		PAS fold protein	81372-82058	2.04131283111048	essential
STM_96added	traY	Relaxosome protein TraY	82152-82379	0.868152846624206	non-essential
STM_97added	traA	Pilin precursor	82421-82783	0.428240773874763	non-essential
STM_98added		TraE protein	83131-83697	1.81324986400199	essential
STM_99added		TraK protein	83684-84424	2.10939505379826	essential
STM_100added		Bacterial conjugation TrbI-like protein	84424-85845	1.95026793261317	essential
STM_101added		TraP protein	85835-86431	1.91494142378165	essential
STM_102added		hypothetical protein	86418-86654	1.07394223642292	non-essential
STM_103added		Type IV conjugative transfer system lipoprotein (TraV)	86651-87166	1.73916107556755	essential
STM_104added		hypothetical protein	87301-87522	0.884359724573359	non-essential
STM_105added		hypothetical protein	87979-88098	0.562516025605896	non-essential
STM_106added		hypothetical protein	88099-88362	0.479185849090301	non-essential
STM_107added		F pilus assembly Type-IV secretion system for plasmid transfer	88378-91026	1.54923058411579	non-essential
STM_108added		Type-F conjugative transfer system protein (TrbI_Ftype)	91001-91387	2.1298100129791	essential
STM_109added		hypothetical protein	91384-92016	1.05532390496877	non-essential
STM_110added		TraU protein	92013-93005	2.50723173948018	essential
STM_111added		hypothetical protein	93030-93332	0.864948822509014	non-essential
STM_112added		Type-F conjugative transfer system pilin assembly protein	93317-93955	2.1712536514452	essential
STM_113added		hypothetical protein	93992-94411	1.67761548080949	essential
STM_114added		conjugal transfer mating pair stabilization protein TraN	94408-96234	2.2098362178384	essential
STM_115added		Conjugal transfer protein TrbE	96245-96460	1.31103969735075	non-essential
STM_116added		hypothetical protein	96472-97221	2.14873765960909	essential
STM_117added		Type-F conjugative transfer system pilin chaperone (TraQ)	97435-97728	0.223318486504742	non-essential
STM_118added		hypothetical protein	97715-98263	0.189612463457057	non-essential
STM_119added		Conjugative relaxosome accessory transposon protein	98253-99635	-0.513981833223768	non-essential
STM_120added		hypothetical protein	99632-102454	0.267009580537144	non-essential
STM_121added		Plasmid conjugative transfer entry exclusion protein TraS	102476-102964	-1.21498953930986	non-essential
STM_122added	ylpA	Lipoprotein YlpA precursor	103006-103731	-1.24369429560785	non-essential
STM_123added	traD	Coupling protein TraD	104108-106270	-0.851098952447302	non-essential
STM_124added	vapC_2	tRNA(fMet)-specific endonuclease VapC	106279-106677	-0.922076537858363	non-essential
STM_125added	vapB_2	Antitoxin VapB	106677-106904	-0.623291693113062	non-essential
STM_126added	traI	Multifunctional conjugation protein TraI	106986-112244	-0.295273917518924	non-essential
STM_127added		TraX protein	112264-113004	0.256631476599088	non-essential
STM_128added	finO	Fertility inhibition protein	113059-113622	0.678432091206652	non-essential
STM_129added		hypothetical protein	113737-114021	1.19370977818078	non-essential
STM_130added		hypothetical protein	114028-114189	0.188479668089283	non-essential
STM_131added		hypothetical protein	114311-114484	0.236058614664603	non-essential
STM_132added		hypothetical protein	114618-114797	1.48054770278272	non-essential
STM_133added		Replication regulatory protein RepB	114997-115242	0.0544281026723652	non-essential
STM_134added		IncFII RepA protein family protein	115562-116431	1.25586743855318	non-essential
