aspS	aspartyl-tRNA synthetase	b1866	7	BW25113_1866	2.4990473847	ETEC_1899	4.1673315937	CS17_02055	3.4072130088	NCTC13441_02015	4.0941286617	EC958_2089	3.4769891962	t0976	4.1638000868	SEN1102	3.2295442582	STM_MW18841	3.6569805442	STMMW_18841	3.7381050611	SL3261_1836	2.7936400296	SL1344_1836	5.1470179323	ROD_19071	5.0942885003	ERS227112_04281	4.4454647052	BN373_29661	5.1782994246		
bamD	BamABCDE complex OM biogenesis lipoprotein	b2595	7	BW25113_2595	2.3684456217	ETEC_2804	2.0262475191	CS17_02883	2.9949819763	NCTC13441_01145	2.5615807343	EC958_2899	2.727112717	t2619	2.6494288816	SEN2586	0.4851542315	STM_MW26791	2.5343929973	STMMW_26791	0.951793708	SL3261_2623	2.9175478071	SL1344_2623	1.9962820673	ROD_25371	2.9668201702	ERS227112_01726	2.8077027643	BN373_35721	3.0355858508	ENC_02695	2.5708963966
bcsB	regulator of cellulose synthase, cyclic di-GMP binding	b3532	7	BW25113_3532	-0.1441977261	ETEC_3778	-0.4236354542	CS17_03970	-0.7127250209	NCTC13441_00157	-0.5917100504	EC958_3937	-0.3136048983	t3899	-0.2706442542	SEN3441	-0.121632556	STM_MW36071	0.0194499639	STMMW_36071	-0.0881098368	SL3261_3583	-0.1053262034	SL1344_3583	-0.1116163587	ROD_42751	-0.314905729	ERS227112_00702	0.2413964239	BN373_45191	-0.0629095987	ENC_02639	-0.8067465029
bhsA	biofilm, cell surface and signaling protein	b1112	0	BW25113_1112	1.6499366259	ETEC_1177	1.7134830529	CS17_01250	0.6642450873	NCTC13441_02800	1.0097123423	EC958_1309	0.8141581682	t1706	0.2590962966	SEN1835	0.2357127959	STM_MW12231	-0.6956380237	STMMW_12231	-0.1330217786	SL3261_1151	0.1640888258	SL1344_1151	-0.5655231913	ROD_11761	-0.0886678196	ERS227112_03588	0.0332572372	BN373_17241	-0.311166946		
bspRIM	Modification methylase BspRI,DNA cytosine methylase,DNA (cytosine-5-)-methyltransferase,C-5 cytosine-specific DNA methylase	NCTC13441_04115	4.1384534866	EC958_0009	4.4399833571																												
can	carbonic anhydrase	b0126	7	BW25113_0126	1.082289932	ETEC_0122	2.8789358714	CS17_00136	2.5656777028	NCTC13441_03855	2.569589677	EC958_0268	1.9210491029	t0176	2.0704134371	SEN0176	2.3017887154	STM_MW01771	1.8084679005	STMMW_01771	2.54335755	SL3261_0172	1.5909281125	SL1344_0172	3.1128460345	ROD_01381	2.6375224598	ERS227112_02475	-0.3309061368	BN373_06241	0.0008376864	ENC_04494	-0.8786478838
casD	CRISP RNA (crRNA) containing Cascade antiviral complex protein	b2757	0	BW25113_2757	-1.1221758912	ETEC_2948	-0.8655926562	CS17_03082	-0.2987466582	t2841	-0.4080032669	SEN2779	-0.2290889385	STM_MW29031	-1.0909669947	STMMW_29031	-0.5133357811	SL3261_2919	-0.2977064027	SL1344_2919	-0.584311219	ROD_30491	1.6823479091										
casE	CRISPR RNA precursor cleavage enzyme; CRISP RNA (crRNA) containing Cascade antiviral complex protein	b2756	0	BW25113_2756	-0.3310018587	ETEC_2947	-0.206799712	CS17_03081	-0.0276909869	t2840	0.5939263264	SEN2778	-0.2837108431	STM_MW29021	-0.8218500793	STMMW_29021	-0.4699470866	SL3261_2918	-0.3396158239	SL1344_2918	-0.3485084288	ROD_30501	1.8436155923										
cca	multifunctional Cca protein [includes: tRNA nucleotidyltransferase; 2'-nucleotidase; 2',3'-cyclic phosphodiesterase; phosphatase]	ETEC_3327	2.1674629202	BW25113_3056	2.5829227551	b3056	7	CS17_03486	1.5414509303	EC958_3461	1.6109551421	NCTC13441_00636	2.0634943807	t3124	3.429761802	SEN3046	3.9100111107	STM_MW31651	3.6228166642	STMMW_31651	4.2470173275	SL3261_3177	4.3210287106	SL1344_3177	4.3961367556	ROD_36001	3.2626662368	ERS227112_01146	3.662366019	BN373_41131	3.266689639	ENC_03204	2.3201366903
chbF	phospho-chitobiase; general 6-phospho-beta-glucosidase activity	b1734	0	BW25113_1734	-0.1439775789	ETEC_1766	0.2187556887	CS17_01918	1.674218895	NCTC13441_02146	-0.2425401616	EC958_1955	-0.0772712878	t1195	-0.0192314185	SEN1727	-0.3935008054	STM_MW13231	-0.3265493405	STMMW_13231	0.2512552455	SL3261_1251	0.5707591636	SL1344_1251	-0.0155823863	ROD_13221	0.078430937	ERS227112_05499	-0.1203337172	BN373_18571	-0.3855632367	ENC_01399	-0.539044129
chpS	antitoxin of the ChpBS toxin-antitoxin system	b4224	7	BW25113_4224	-0.890377406	CS17_04711	-0.8890299599	NCTC13441_04222	-0.9074310298	EC958_4718	-0.8707119903	ROD_32841	-0.4752226644																				
cI	repressor protein	STM_MW32121	2.6215387632	STMMW_32121	3.0828321198	ROD_09351	3.0608652045	ERS227112_03320	4.5416545329	BN373_14531	3.200295646	t3402	2.9067986697	SL1344_2633	4.1207166295	SL3261_2633	3.7917608126																
cI	bacteriophage repressor protein cI	SL3261_2708	3.2290795429	SL1344_2708	2.3779584798	t4337	4.4355952472																										
cI	putative phage repressor protein	ETEC_4315	3.5995336331	NCTC13441_02569	3.4625505017	EC958_4914	2.7849360137																										
cI	putative cI regulatory protein	ETEC_0274	3.2979365785	CS17_00789	1.8737151659	NCTC13441_02766	3.6648543461	EC958_1344	3.025557235	SEN1955	3.770707598	STM_MW20241	3.6011256349	STMMW_20241	2.7114167989	SL3261_1967	3.1449572047	SL1344_1967	3.7730223574	ROD_26211	3.1249486864												
cI	helix-turn-helix domain-containing protein	CS17_02569	1.3236491822	NCTC13441_03048	2.0650026648	EC958_4871	1.6245044438	ROD_36981	2.3784940731																								
citX	apo-citrate lyase phosphoribosyl-dephospho-CoA transferase,2'-(5''-triphosphoribosyl)-3'-dephospho-CoA:apo-citrate lyase,Phosphoribosyl-dephospho-CoA transferase (holo-ACP synthetase),holo-ACP synthase CitX,Apo-citrate lyase phosphoribosyl-dephospho-CoA transferase	CS17_00621	-0.1059765123	b0614	0	BW25113_0614	2.1236076162	ETEC_0643	0.0207799452	NCTC13441_03380	-0.3657695145	EC958_0733	-0.1311483192	t2247	-0.403027742	SEN0589	-0.3057530812	STM_MW06851	-0.1577400554	STMMW_06851	-0.446778677	SL3261_0608	-0.4672432815	SL1344_0608	-0.4119322601	ROD_06291	-0.3845948701						
clpP	proteolytic subunit of ClpA-ClpP and ClpX-ClpP ATP-dependent serine proteases	b0437	0	BW25113_0437	-0.7417212908	ETEC_0490	-0.1439153992	CS17_00468	-0.9522457751	NCTC13441_03542	0.0428490192	EC958_0576	-0.214016418	t2412	0.2911592164	SEN0430	2.4461462501	STM_MW05191	0.7730346394	STMMW_05191	2.304749932	SL3261_0442	0.935017044	SL1344_0442	1.2171862392	ROD_04921	0.2369015329	ERS227112_02750	0.0888340447	BN373_08881	-0.6307992161	ENC_02233	0.132352504
clpX	ATPase and specificity subunit of ClpX-ClpP ATP-dependent serine protease	b0438	0	BW25113_0438	-0.5542001175	ETEC_0491	0.0322275065	CS17_00469	-0.969336862	NCTC13441_03541	0.0262409059	EC958_0577	-0.1288439496	t2411	-0.0451313266	SEN0431	1.6284601316	STM_MW05201	1.8799756086	STMMW_05201	3.0343657972	SL3261_0443	0.6243637791	SL1344_0443	1.1004101383	ROD_04931	0.0938472398	ERS227112_02751	-0.0337181703	BN373_08891	-0.1402503999	ENC_02232	0.3138994579
cmk	cytidylate kinase	b0910	0	BW25113_0910	0.5169986259	ETEC_0978	0.8146074656	CS17_00973	0.1192006606	NCTC13441_02979	0.9245841098	EC958_1120	0.6566031924	t1954	0.7693680879	SEN0884	0.3640933027	STM_MW09911	0.7774628739	STMMW_09911	0.4767770614	SL1344_0917	1.0008653782	ROD_09781	1.5132924712	ERS227112_03425	0.6755508817	BN373_15531	2.6270583367	ENC_01723	1.1648584896		
coaE	dephospho-CoA kinase	b0103	7	BW25113_0103	1.8701163736	ETEC_0100	1.5276578808	CS17_00102	3.3416214568	NCTC13441_03883	2.2492469987	EC958_0243	2.4793786223	t0146	1.9322250735	SEN0144	1.5259510616	STM_MW01461	1.8320668607	STMMW_01461	1.9212435314	SL3261_0140	1.5041053283	SL1344_0140	2.0494735649	ROD_01081	2.551148437	ERS227112_02443	2.393173459	BN373_05951	2.7254916075	ENC_04467	2.2269044019
cohE	e14 prophage; repressor protein phage e14	b1145	7	BW25113_1145	3.0162758706	ETEC_4682	4.1635326645																										
cph2_1	conserved hypothetical protein	t1011	-0.5442268822	ERS227112_03386	-1.5673676409	BN373_15151	-0.7449383052	ENC_01156	0.4267958602	CS17_01087	1.1189086202	ETEC_1093	1.1819958848	BW25113_1025	1.6518744831	b1025	0	EC958_1223	0.4775261749	NCTC13441_02881	0.3598531566												
cro	represror Cro,Uncharacterized protein conserved in bacteria, prophage-related	CS17_00790	-0.7645282878	NCTC13441_02765	0.3766733257	EC958_1345	0.1543418655	STM_MW03551	1.2285421613	STMMW_03551	0.402426432	ERS227112_05428	1.9060617404	ENC_01690	-0.3686407652																		
crr	glucose-specific enzyme IIA component of PTS	b2417	0	BW25113_2417	1.2434324069	ETEC_2530	1.6824266154	CS17_02706	0.4455537079	NCTC13441_01301	1.6011949662	EC958_2744	1.0834712328	t0424	2.3898276418	SEN2414	1.6929297304	STM_MW24521	2.6416680618	STMMW_24521	1.5524223968	SL3261_2396	1.6188695445	SL1344_2396	1.310587768	ROD_23761	1.4015397355	ERS227112_03815	2.4624999613	BN373_34231	1.295897553	ENC_03716	1.5120780233
cspA	RNA chaperone and antiterminator, cold-inducible	b3556	0	BW25113_3556	1.1407203953	EC958_3962	-0.4409288372	t3870	0.4742165149	SEN3472	1.0770084581	STM_MW36391	2.0755199278	STMMW_36391	1.0020169962	SL3261_3615	0.7909223537	SL1344_3615	0.5396969849	ROD_42491	0.3710416773	BN373_45551	0.1381138354	ENC_00156	0.2295339198								
cspI	Qin prophage; cold shock protein	b1552	0	BW25113_1552	0.6029246164	t0882	0.380037436	SEN1014	1.3362759649	STM_MW19751	2.5353615951	STMMW_19751	0.6102408728	SL3261_1924	0.4641976494	SL1344_1924	0.5783239823																
csrA	pleiotropic regulatory protein for carbon source metabolism	b2696	7	BW25113_2696	1.2893647217	ETEC_2887	0.7530364575	CS17_03014	1.0272636061	NCTC13441_01081	1.2898905188	EC958_2961	1.024905446	t2727	1.9133205266	SEN2667	1.6824080848	STM_MW27881	1.5577284028	STMMW_27881	1.2452551834	SL3261_2806	1.6885907485	SL1344_2806	1.1652993101	ROD_31181	1.022446905	ERS227112_01633	2.0243789873	BN373_36611	1.3436206249	ENC_02846	1.0374497149
cydA	cytochrome d terminal oxidase, subunit I	b0733	7	BW25113_0733	1.7446643736	ETEC_0743	2.5594845458	CS17_00731	2.0202026021	NCTC13441_03262	4.0175205529	EC958_0850	0.842703551	t2136	0.5953392466	SEN0690	1.2669184505	STM_MW07971	1.7740771705	STMMW_07971	1.2942308681	SL3261_0722	1.9541558232	SL1344_0722	2.5177855294	ROD_07271	0.7703569691	ERS227112_03179	-0.5433371252	BN373_13101	0.1384484212	ENC_01940	2.4600330355
cydB	cytochrome d terminal oxidase, subunit II	b0734	0	BW25113_0734	1.5150836531	ETEC_0744	2.2446484364	CS17_00732	2.8585768966	NCTC13441_03261	3.1641840531	EC958_0851	0.8200214436	t2135	0.4669441523	SEN0691	1.2965039672	STM_MW07981	2.5745181022	STMMW_07981	1.9010063924	SL3261_0723	1.4630980125	SL1344_0723	2.6423204368	ROD_07281	0.3634803324	ERS227112_03180	-0.5281643881	BN373_13111	-0.1401318763	ENC_01939	2.2525231164
cydC	glutathione/cysteine ABC transporter export permease/ATPase	b0886	7	BW25113_0886	3.0037393975	ETEC_0954	2.4529437434	CS17_00948	3.4752363604	NCTC13441_03107	3.4049137362	EC958_0998	0.6094426633	t1978	0.8929153884	SEN0860	2.1080331776	STM_MW09681	2.7380826399	STMMW_09681	1.3526077971	SL3261_0894	1.8149702376	SL1344_0894	2.3941939265	ROD_09501	1.0735150351	ERS227112_03405	-0.0698167913	BN373_15341	0.4556118163	ENC_01744	3.733505745
cydD	glutathione/cysteine ABC transporter export permease/ATPase	b0887	0	BW25113_0887	3.9058771371	ETEC_0955	2.3013866063	CS17_00949	3.7184787714	NCTC13441_03106	4.1838646662	EC958_0999	0.5172115252	t1977	0.6973993925	SEN0861	2.2352911242	STM_MW09691	1.9580263122	STMMW_09691	1.5801115643	SL3261_0895	2.0762709497	SL1344_0895	2.5843592836	ROD_09511	1.3147690998	ERS227112_03406	-0.07898726	BN373_15351	0.2558634038	ENC_01743	4.5021700097
cysB	N-acetylserine-responsive cysteine regulon transcriptional activator; autorepressor	b1275	0	BW25113_1275	1.7097161926	ETEC_1377	2.0568243549	CS17_01457	1.3297455568	NCTC13441_02491	1.5962504422	EC958_1605	2.0042666945	t1626	0.6953818318	SEN1320	1.2813215613	STM_MW17081	1.6529709119	STMMW_17081	0.7299122094	SL3261_1645	0.6811725082	SL1344_1645	1.2774122026	ROD_17281	0.3964828958	ERS227112_05458	2.795363575	BN373_18961	0.9548378355	ENC_00818	0.7079633104
cysE	serine acetyltransferase	b3607	0	BW25113_3607	0.9301683391	ETEC_3850	1.3135698893	CS17_04056	1.1882026612	NCTC13441_00076	1.4154664311	EC958_4015	2.0290708818	t3820	0.4104225627	SEN3521	1.6132908618	STM_MW36871	3.1848252378	STMMW_36871	1.6856660039	SL3261_3665	0.9625685911	SL1344_3665	1.8661630787	ROD_42091	1.0661643632	ERS227112_00627	3.2925906374	BN373_45931	1.7133625471	ENC_00220	1.0256194945
cysS	cysteinyl-tRNA synthetase	b0526	7	BW25113_0526	3.6502510405	ETEC_0578	3.5297339429	CS17_00552	5.6293288881	NCTC13441_03449	3.7288039118	EC958_0665	4.4035400049	t2324	3.3053046242	SEN0518	2.1246068231	STM_MW06051	1.6037539779	STMMW_06051	-0.678945821	SL3261_0530	3.9915890916	SL1344_0530	4.5119552619	ROD_05581	4.3597307582	ERS227112_02833	3.7277364593	BN373_09711	3.7036197659	ENC_02154	2.9242707214
dam	DNA adenine methyltransferase	b3387	0	BW25113_3387	-1.4042181819	ETEC_3637	-0.0406005427	CS17_03808	3.2071581119	NCTC13441_00313	-0.1445535509	EC958_3778	-0.294571087	t4022	-0.110693379	SEN3310	-0.362280717	STM_MW34741	-0.1606424795	STMMW_34741	-0.5905896132	SL3261_3451	0.2465197441	SL1344_3451	-0.1406379014	ROD_44361	-0.306413859	ERS227112_00827	3.2301507192	BN373_43951	-0.1042138516	ENC_02502	1.7394730045
dapA	dihydrodipicolinate synthase	b2478	0	BW25113_2478	2.7550612803	ETEC_2583	3.4678917368	CS17_02761	2.3115208523	NCTC13441_01250	2.7848159066	EC958_2795	2.7214001277	t0370	2.5480134968	SEN2468	3.2863204413	STM_MW25071	2.2844509364	STMMW_25071	1.6156980503	SL3261_2452	3.0654290894	SL1344_2452	3.4647946444	ROD_24271	3.1795607422	ERS227112_03767	2.3356172919	BN373_34711	2.851417823	ENC_03675	2.8872749572
dapB	dihydrodipicolinate reductase	b0031	0	BW25113_0031	2.104867945	ETEC_0031	3.5606922893	CS17_00030	2.6211389066	NCTC13441_03960	2.8924992768	EC958_0164	3.6419399198	t0066	2.5886107705	SEN0065	2.1217235584	STM_MW00651	2.5669414403	STMMW_00651	2.5310136424	SL3261_0065	1.8808085636	SL1344_0065	2.6659093331	ROD_00341	3.3220422825	ERS227112_02375	2.7360630222	BN373_05241	3.4374055196	ENC_04408	2.7212087866
dapD	2,3,4,5-tetrahydropyridine-2-carboxylate N-succinyltransferase	b0166	0	BW25113_0166	2.4340109239	ETEC_0161	2.6576375375	CS17_00174	1.7858178813	NCTC13441_03812	2.8030018724	EC958_0312	2.0097721055	t0214	2.1875377963	SEN0219	1.7601467966	STM_MW02191	2.4935287555	STMMW_02191	3.5524940389	SL3261_0214	3.0361988065	SL1344_0214	3.2127079552	ROD_01691	3.0834051938	ERS227112_02520	2.7181268744	BN373_06701	3.1713019742	ENC_04538	2.6819064716
dapE	N-succinyl-diaminopimelate deacylase	b2472	0	BW25113_2472	3.015362052	ETEC_2576	3.1828355883	CS17_02751	2.6477071667	NCTC13441_01258	3.0438107829	EC958_2788	1.9094408369	t0376	2.9263248737	SEN2462	2.9799009019	STM_MW25021	1.7820471403	STMMW_25021	2.9679970029	SL3261_2446	2.8191149748	SL1344_2446	3.9601157622	ROD_24201	2.9312019417	ERS227112_03774	3.3512246851	BN373_34641	3.9495217478	ENC_03682	3.3376238071
dapF	diaminopimelate epimerase	b3809	0	BW25113_3809	2.5221683613	ETEC_4088	2.25910303	CS17_04263	2.9732283139	NCTC13441_04710	3.3482879232	EC958_4271	0.8228425353	t3350	2.4316137348	SEN3744	2.045120603	STM_MW39181	1.459034949	STMMW_39181	3.1287723991	SL3261_3901	1.4473831092	SL1344_3901	2.4967323653	ROD_39421	2.6944457321	ERS227112_01780	-0.5743368811	BN373_49331	0.9566778656	ENC_00191	1.0278618634
dcd	2'-deoxycytidine 5'-triphosphate deaminase,Deoxycytidine triphosphate deaminase,deoxycytidine triphosphate deaminase,deoxycytidine triphosphate deaminase,2'-deoxycytidine 5'-triphosphate deaminase (DCD)	CS17_02306	0.6929323053	NCTC13441_01646	1.3985864287	EC958_2405	1.0442476492	BW25113_2065	1.1872563842	b2065	0	ETEC_2208	0.0849908755	t0751	-0.1217050973	SEN2117	0.4856898329	STM_MW21531	1.7002144805	STMMW_21531	1.2112269674	SL3261_2098	0.0237276366	SL1344_2098	0.7816269851	ROD_22011	0.1643546565	ERS227112_04064	0.1878088239	BN373_31211	0.357472786	ENC_03967	0.2243936932
def	peptide deformylase	b3287	7	BW25113_3287	2.3004209281	ETEC_3538	3.0456653149	CS17_03721	-2.0381230632	NCTC13441_00409	3.1646664844	EC958_3680	2.7993535673	t4098	1.8438158515	SEN3234	1.9545840942	STM_MW33991	2.2664874045	STMMW_33991	2.1527275093	SL3261_3373	2.9278055397	SL1344_3373	2.4801538629	ROD_45351	2.8177129081	ERS227112_00899	2.765049935	BN373_43231	-0.3611371008	ENC_02421	2.341519161
degS	serine endoprotease, periplasmic	b3235	7	BW25113_3235	3.070924967	ETEC_3496	0.0712477954	CS17_03672	-0.5464739911	NCTC13441_00464	0.9013815008	EC958_3627	0.1498313331	t3265	1.2038735234	SEN3182	-1.0405531172	STM_MW33481	-0.8868528285	STMMW_33481	-0.9496123781	SL3261_3321	-0.8081514572	SL1344_3321	-1.2343429577	ROD_45881	-0.1537805695	ERS227112_00963	1.709520432	BN373_42841	-0.3557635639	ENC_03381	0.9658000218
der	GTPase; multicopy suppressor of ftsJ	b2511	7	BW25113_2511	2.3795060511	ETEC_2668	3.5808687691	CS17_02797	3.6218323975	NCTC13441_01225	3.7475873007	EC958_2821	4.2768564711	t0337	3.3905215697	SEN2499	1.8532504719	STM_MW25361	3.1188407919	STMMW_25361	3.1265912936	SL3261_2481	4.1359043218	SL1344_2481	3.6488472555	ROD_24541	4.58007399	ERS227112_00074	4.1100407843	BN373_34981	3.2110659737		
dicA	Qin prophage; putative regulator for DicB	b1570	7	BW25113_1570	2.3382586643	NCTC13441_01922	2.6775145775	EC958_2173	2.3777351895	t1920	2.8632481713	STM_MW10231	2.75335093	ENC_02353	0.0693312951	STMMW_10231	3.2884181373	SL1344_0950	3.0182639201	SL3261_0950	2.5084440987												
dnaB_1	Replicative DNA helicase,replicative DNA helicase,Replicative DNA helicase,phage replicative helicase, DnaB family,DnaB-like helicase C terminal domain	NCTC13441_01927	0.6071051492	EC958_2169	0.4421027245	ERS227112_02853	-0.254780285	ENC_02664	2.8655524453																								
dnaG	DNA primase	b3066	7	BW25113_3066	4.6540761653	ETEC_3337	3.3474179134	CS17_03496	4.6930864288	NCTC13441_00626	3.1829331261	EC958_3472	5.8937964709	t3130	4.7367702121	SEN3053	3.2609124646	STM_MW31711	3.9262204162	STMMW_31711	3.2351225672	SL3261_3184	4.3552787601	SL1344_3184	3.4653021979	ROD_36181	3.8382268587	ERS227112_01132	4.6530267369	BN373_41281	4.9405863914		
dnaJ	chaperone Hsp40, DnaK co-chaperone	b0015	0	BW25113_0015	-0.5883577483	ETEC_0014	1.0722328888	CS17_00015	-0.711878747	NCTC13441_03977	0.1714472006	EC958_0147	0.0407586897	t0013	0.6152167677	SEN0012	0.354199259	STM_MW00121	0.7484982114	STMMW_00121	0.644005895	SL3261_0013	0.1598728884	SL1344_0013	0.1127925596	ROD_00111	1.8949126715	ERS227112_02351	2.2223793609	BN373_04971	0.2284808266	ENC_04391	0.2663577573
dnaK	chaperone Hsp70, with co-chaperone DnaJ	b0014	0	BW25113_0014	2.5962989285	ETEC_0013	3.5511244938	CS17_00013	2.6173430537	NCTC13441_03979	1.6824309475	EC958_0146	0.7519845747	t0012	3.0251795668	SEN0011	1.712997629	STM_MW00111	3.4502006076	STMMW_00111	3.3889794685	SL3261_0012	1.9378930224	SL1344_0012	1.2211508967	ROD_00101	5.5019627767	ERS227112_02349	4.0186907004	BN373_04961	1.8301079041	ENC_04390	2.3991215941
dnaQ	DNA polymerase III epsilon subunit	b0215	0	BW25113_0215	1.0116566707	ETEC_0205	2.4812409948	CS17_00225	1.1786205293	NCTC13441_03761	1.7051924516	EC958_0358	1.3532066981	t2601	2.7939842949	SEN0266	1.1218898321	STM_MW02631	2.760991769	STMMW_02631	2.0170721074	SL3261_0259	2.5510587462	SL1344_0259	1.9641901325	ROD_02201	3.0748352923	ERS227112_02570	2.8786129684	BN373_07151	2.1058653543	ENC_02399	2.3246989903
dnaT	DNA biosynthesis protein (primosomal protein I)	b4362	0	BW25113_4362	1.6961562193	ETEC_4664	1.9749306033	CS17_04829	2.6611561113	NCTC13441_04034	2.7664992935	EC958_0092	3.5347486823	t4587	2.3129541981	SEN4309	3.5676169804	STM_MW44901	2.2912174696	STMMW_44901	3.4874362623	SL3261_4475	2.9486469973	SL1344_4475	3.2279514595	ROD_48611	2.087422281	ERS227112_02290	2.2957598233	BN373_04401	2.9294406326	ENC_04333	2.5388352247
dnaX	DNA polymerase III/DNA elongation factor III, tau and gamma subunits	b0470	7	BW25113_0470	3.5590003707	ETEC_0522	2.7464158667	EC958_0609	2.7899169754	t2376	4.1612289895	SEN0465	5.6920217617	STM_MW05541	4.070808352	STMMW_05541	3.9260155488	SL3261_0477	3.433686376	SL1344_0477	5.7787012813	ROD_05281	5.0993786649	ERS227112_02804A	4.5461012218	BN373_09401	5.4018526706						
dut	deoxyuridine 5'-triphosphate nucleotidohydrolase,Deoxyuridine 5'-triphosphate nucleotidohydrolase,deoxyuridine 5'-triphosphate nucleotidohydrolase,dUTP diphosphatase,dUTPase	CS17_04087	3.2238642697	NCTC13441_00043	2.5273438105	EC958_4048	3.241381986	ETEC_3881	2.836032464	b3640	7	BW25113_3640	2.2552369136	ROD_41751	3.0228377815	t3787	2.0550149524	SEN3553	1.6665334447	STM_MW37201	2.4414644767	STMMW_37201	2.0488739852	SL1344_3697	2.2860034376	SL3261_3697	3.2284017616	ENC_00253	2.6719881492				
dut	dUTP diphosphatase	ERS227112_00597	2.6605500895	BN373_46231	3.099547012																												
ecpR	putative transcriptional regulator for the ecp operon	b0294	0	BW25113_0294	0.0313376331	ETEC_0353	1.6078432478	CS17_00339	1.4545901444	NCTC13441_03676	-0.16544324	EC958_0439	0.2517130185	ERS227112_02640	-0.3968259669	BN373_07781	1.9661475693																
